cv_scheme,algorithm,response,model,r_squared_mean,r_squared_sd,r_squared_ci_lower,r_squared_ci_upper,adj_r_squared_mean,adj_r_squared_sd,adj_r_squared_ci_lower,adj_r_squared_ci_upper,rmse_mean,rmse_sd,rmse_ci_lower,rmse_ci_upper,mae_mean,mae_sd,mae_ci_lower,mae_ci_upper,n,p,r_squared,adj_r_squared,rmse,mae
LOFO,DP,log_memory_mb,M1,-107.6028279058701,240.36008779567496,-406.04929552685564,190.84363971511542,-108.56169247850968,242.48224959668784,-409.6431720061762,192.5197870491568,6.829711205200691,11.747591662123988,-7.756850427257381,21.416272837658763,5.921626916533205,12.239947465724773,-9.276275191562648,21.11952902462906,6000,42,,,,
LOFO,DP,log_memory_mb,M2,-110.42727252683133,246.74866743133808,-416.80620948107753,195.95166442741484,-111.62415350805888,249.39908487847327,-421.294018386624,198.04571137050618,6.884724269821516,11.920919817626945,-7.9170526931996426,21.686501232842673,5.998897482293776,12.40129258705331,-9.399341054241539,21.39713601882909,6000,51,,,,
5-fold,DP,log_memory_mb,M1,0.005150857634473894,0.011179333123486037,-0.008730117828885553,0.01903183309783334,-0.0036327589262475702,0.011278036506119317,-0.017636290826323692,0.010370772973828551,1.4270705744509484,0.29065405009988926,1.0661759045098027,1.7879652443920941,0.2580096311108012,0.032597203800952,0.21753485670904824,0.29848440551255423,6000,42,,,,
5-fold,DP,log_memory_mb,M2,0.0020203857012932812,0.009294696433700634,-0.009520504234665715,0.013561275637252278,-0.008699277384055093,0.009394534158662473,-0.020364132228761773,0.0029655774606515885,1.4290745550704704,0.28954775451050785,1.0695535325340313,1.7885955776069096,0.26614138481483895,0.03289375366574225,0.2252983951223037,0.3069843745073742,6000,51,,,,
full_sample,DP,log_memory_mb,M1,,,,,,,,,,,,,,,,,6000,42,0.015122385402877137,0.00817847742686928,1.4415743459876478,0.25063074335222874
full_sample,DP,log_memory_mb,M2,,,,,,,,,,,,,,,,,6000,51,0.016286856898885205,0.007852194777473454,1.440721870157609,0.25790580453323264
