algorithm,response,status,delta_r2_adj,f_stat,f_p_value,delta_df,cohen_f2,delta_r2_ci_lower,delta_r2_ci_upper,bt_rmse_m1,bt_rmse_m2,smearing_phi_m1_pooled,smearing_phi_m2_pooled
Greedy,log_time_millis,confirmatory,0.00140371855049215,12.75224165358684,2.3622215294949456e-12,5,0.010712568593402838,0.0007408473347823241,0.0018655619705920665,0.05255821740385756,0.05324831088117499,1.3635733674438524,1.3658476286275087
