predictor,coefficient,se,t_stat,p_value,ci_lower,ci_upper
x0,1.3665575244723982,0.4656031546393441,2.9350263434768453,0.003335193713578506,0.45399211029105035,2.279122938653746
x1,-183.5765511375721,100.98495077523508,-1.8178604804805358,0.06908545986684667,-381.5034176375831,14.350315362438863
x2,-0.13661253524346562,0.07280479128510792,-1.8764223182576372,0.06059731232616691,-0.27930730406423276,0.006082233577301505
x3,0.0006909628794216761,0.00021357944811835602,3.2351562170849695,0.0012157619363324754,0.00027235485327175733,0.001109570905571595
x4,0.00013705929578078016,0.00011116482923669176,1.2329375821641753,0.2175990525324769,-8.081976587068091e-05,0.0003549383574322412
x5,-1.6807825585698387e-05,1.0472162392756015e-05,-1.6050004722353224,0.10849370074643527,-3.7332886715754975e-05,3.7172355443582e-06
x6,-1.3565156896425685e-05,8.27307477023708e-06,-1.639675365346293,0.10107268366676751,-2.9780085487497347e-05,2.6497716946459774e-06
x7,6.218090592699437e-05,0.0001158543852102313,0.5367160320617977,0.5914637801476301,-0.00016488951653608887,0.00028925132839007764
x8,0.0002137547433337881,9.170860167592867e-05,2.3308036479406233,0.019763715684170898,3.4009186976438285e-05,0.0003935002996911379
x9,-0.000998966168011771,1.84235429331625e-05,-54.222261789485955,0.0,-0.001035075648628397,-0.000962856687395145
x10,-2.6022614884877026e-05,1.342043418132711e-05,-1.9390292842450885,0.05249777242703049,-5.2326182537168445e-05,2.809527674143963e-07
x11,-2.134512762481906e-06,1.4372980819062728e-05,-0.14850870458624177,0.8819413168632145,-3.030503751832986e-05,2.6036011993366047e-05
x12,9.574785915931035e-06,8.470816847606074e-06,1.1303261643104645,0.25833881359108235,-7.027710025011986e-06,2.6177281856874056e-05
x13,-0.08512740588802425,0.04709735454838444,-1.8074774412344214,0.07068786893942534,-0.17743652456997147,0.007181712793922962
x14,-0.0985659723652757,0.04205722663229254,-2.3436155985044054,0.01909784305229057,-0.18099662185420787,-0.016135322876343533
x15,0.00584691145256927,0.0025466618674281362,2.295911965130276,0.02168091547561015,0.0008555459116086055,0.010838276993529935
x16,-0.006893299340852662,0.0025001533898524257,-2.757150568773521,0.005830749572897567,-0.011793509940789145,-0.0019930887409161787
x17,0.0027295308660772663,0.002448479623899093,1.1147860245333028,0.2649421267166744,-0.002069401013645133,0.007528462745799666
x18,-0.0011041311390039103,0.002390566782567415,-0.4618700247386932,0.644174530988451,-0.005789555935473838,0.0035812936574660175
x19,-5.440966064795816,2.222923295252693,-2.4476625335726254,0.014378625739674907,-9.797815663886192,-1.0841164657054403
x20,-4.768876504683675,1.9937034136759475,-2.3919688715840253,0.016758263624591315,-8.676463391343093,-0.8612896180242573
