algorithm,response,status,delta_r2_adj,f_stat,f_p_value,delta_df,cohen_f2,delta_r2_ci_lower,delta_r2_ci_upper,bt_rmse_m1,bt_rmse_m2,smearing_phi_m1_pooled,smearing_phi_m2_pooled
DP,log_memory_mb,exploratory,-0.00032628264939582596,0.782327936285822,0.6328581841611957,9,0.0011837510804594113,-0.007645737774104688,0.0022621521938584683,0.20653130711622975,0.20831984980894772,1.1283786283948614,1.129535431041668
