predictor,coefficient,se,t_stat,p_value,ci_lower,ci_upper
const,8.999243041682309,16.98630820736639,0.5297939335505311,0.5962940292258301,-24.30675112957223,42.305237212936845
total_weight,-5.617917863889488,33.64080070924167,-0.16699715064588685,0.8673835494938696,-71.57929679686102,60.34346106908204
total_value,3.4601804238706704,3.2197371847124616,1.0746779085882694,0.2826054121295816,-2.852936387497434,9.773297235238775
mean_weight,0.010583340956027722,0.005917121632142357,1.78859614758264,0.07378078310403108,-0.001018686758580238,0.022185368670635683
mean_value,-0.0047195400454779326,0.005312242380969538,-0.8884270910501205,0.3743823075677352,-0.015135547550871861,0.005696467459915995
median_weight,-0.0003974356866799652,0.0005354618592248607,-0.7422296842118625,0.4580063124461337,-0.0014473453753866784,0.0006524740020267479
median_value,-0.00026150300006666104,0.00046493728846126096,-0.5624478968596422,0.5738529311111767,-0.0011731312615139743,0.0006501252613806522
std_weight,0.006295637960038451,0.005213852563189177,1.2074829281684893,0.22734143534169804,-0.003927451186786994,0.016518727106863897
std_value,-0.006138348890460165,0.005305702568459361,-1.1569342252523935,0.24739137668457356,-0.016541533423688158,0.004264835642767829
min_weight,-0.0004259159022791698,0.000813471752182012,-0.5235779867422764,0.6006107813502654,-0.0020209349673933176,0.0011691031628349778
max_weight,-0.0016437552039188074,0.0006779384324487736,-2.42463788043616,0.015382382491617375,-0.0029730265914364533,-0.00031448381640116147
min_value,-0.0004244243526940537,0.0007396560033508612,-0.5738131655408534,0.5661372677635815,-0.0018747087956463991,0.0010258600902582917
max_value,0.001364288774798953,0.00044311016756304236,3.0788929586113647,0.0020965174386272253,0.0004954581567557594,0.002233119392842147
weight_cv,-2.129790433700018,2.4606980804461007,-0.8655228573648936,0.3868211068315089,-6.954617283893017,2.6950364164929814
value_cv,1.9914570692315552,2.3738222266173308,0.8389242660640845,0.40157867254199237,-2.663027488456181,6.645941626919291
weight_skewness,0.14261184813475392,0.17781368128272967,0.80202967007919,0.4225993414840978,-0.20603727326783683,0.49126096953734466
value_skewness,-0.17409423615790456,0.16760827765926054,-1.0386971251612624,0.29902935398737235,-0.502733058121141,0.1545445858053319
weight_kurtosis,0.15488276344316954,0.13125871002750789,1.1799808440194999,0.23810142162774642,-0.10248345043529455,0.4122489773216336
value_kurtosis,-0.12640256779704062,0.12231361857030046,-1.0334300405346115,0.30148602111016315,-0.36622964602000724,0.113424510425926
capacity_ratio,-14.099466028329516,35.450711068550326,-0.3977202601399352,0.6908647080453805,-83.6096363256003,55.410704268941274
slack,-0.6661533579772367,32.5945182852424,-0.020437588681249095,0.9836956582574209,-64.57602846270117,63.2437217467467
average_fillable_items,0.20783152225943713,0.030837661208244948,6.739535818101212,1.8979490017169592e-11,0.14736641401351946,0.2682966305053548
pearson_corr,-0.11736981852979185,0.11201995219699973,-1.04775815582731,0.29483447787339845,-0.33701353565718417,0.10227389859760046
spearman_corr,0.04156037055854904,0.05283544827410305,0.7866001314674107,0.4315781331293885,-0.0620370156874958,0.14515775680459386
kendall_corr,-0.017474331564563447,0.027663852191850528,-0.6316666038908058,0.5276528987941267,-0.07171637689944398,0.03676771377031708
mean_ratio,0.028927591924184523,0.008214122506476323,3.5216898580921967,0.0004351994347942108,0.012821707527006978,0.045033476321362065
median_ratio,-0.2727290304912702,0.16752687498925126,-1.6279718135300312,0.10363590349663773,-0.6012082417362884,0.055750180753748046
std_ratio,-0.005220201111709956,0.0014413607505594983,-3.6217172624435707,0.00029750248892528757,-0.008046356870263258,-0.002394045353156655
ratio_entropy,-0.030517900871378095,0.021458142118006836,-1.4222061119526588,0.15507041840812152,-0.0725920671695236,0.01155626542676741
unique_ratio_count,9.490380460593082,2.2467877082511096,4.22397738145913,2.4717513029656603e-05,5.084979510514599,13.895781410671564
duplicate_ratio_fraction,11.246989263622456,2.185308477870506,5.14663690619193,2.82295402957173e-07,6.962134041533392,15.53184448571152
unique_weights,-0.02966406149228451,0.4134769963794612,-0.07174295487302235,0.9428112550104845,-0.8403912815123499,0.7810631585277809
unique_values,0.03204403437062209,0.3653310337348011,0.08771232501940501,0.9301111794703316,-0.6842807332956654,0.7483688020369096
unique_pairs,-0.4868218111772249,0.7127990643628012,-0.682972012052813,0.494677282465253,-1.884446368151159,0.9108027457967092
duplicate_items,0.1463867186826473,0.10313072672338525,1.4194287515813035,0.15587798368247327,-0.05582740231374003,0.34860083967903466
duplicate_pairs,-0.1486827529427111,0.1032046573524189,-1.440659334151903,0.14978533881127337,-0.3510418338132284,0.05367632792780616
n,0.0003983091768356493,0.00022275108129781436,1.7881357725178304,0.07385502729675317,-3.845119067777571e-05,0.0008350695443490744
log_n,-5.566576706807879,3.6233764167249847,-1.5362954511469913,0.12457142347545666,-12.671131289384487,1.5379778757687284
cap_mode,5.458347881095506,5.019879667091668,1.0873463594910973,0.2769711480564016,-4.384407877925087,15.301103640116098
WeaklyCorrelated,0.19772866498833108,0.23703970201199911,0.8341584270905045,0.4042581506521306,-0.26704819159453896,0.6625055215712011
StronglyCorrelated,0.27023308101756693,0.5042405835737478,0.5359209270747719,0.5920529439133203,-0.7184593253838512,1.258925487418985
InverseCorrelated,-0.7557321103417176,0.515598335373748,-1.4657380726295421,0.14282449131934666,-1.7666942889992,0.25523006831576467
AlmostEqualRatios,-0.1145898726560792,0.29778140731212743,-0.3848120461596476,0.7004039601517404,-0.6984663510037775,0.46928660569161906
