algorithm,dataset_type,n,capacity,instance_id,seed,time_nanos,time_millis,memory_bytes,memory_mb,solution_value,optimal_value,optimality_gap,nodes_explored,nodes_pruned,max_queue_size,optimal,capacity_mode
Greedy,Uncorrelated,20,1000,0,42,5858,0.006,524288,0.500,2339,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,1,42,3357,0.003,524288,0.500,3417,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,2,42,4478,0.004,524288,0.500,2658,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,3,42,4166,0.004,524288,0.500,2443,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,4,42,3489,0.003,524288,0.500,3100,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,5,42,4285,0.004,524288,0.500,3213,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,6,42,3952,0.004,524288,0.500,3338,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,7,42,3749,0.004,524288,0.500,2114,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,8,42,2860,0.003,524288,0.500,2585,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,9,42,5016,0.005,524288,0.500,2237,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,10,42,3952,0.004,524288,0.500,3837,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,11,42,3134,0.003,524288,0.500,3065,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,12,42,3052,0.003,524288,0.500,3178,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,13,42,3526,0.004,524288,0.500,3053,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,14,42,3667,0.004,524288,0.500,4520,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,15,42,3422,0.003,524288,0.500,2146,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,16,42,3999,0.004,524288,0.500,3109,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,17,42,2822,0.003,524288,0.500,4228,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,18,42,3760,0.004,524288,0.500,4648,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,19,42,3425,0.003,524288,0.500,2198,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,20,42,3038,0.003,524288,0.500,3402,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,21,42,2714,0.003,524288,0.500,2530,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,22,42,3209,0.003,524288,0.500,4394,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,23,42,3221,0.003,524288,0.500,4186,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,24,42,2674,0.003,524288,0.500,2781,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,25,42,3285,0.003,524288,0.500,4627,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,26,42,3935,0.004,524288,0.500,2617,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,27,42,3091,0.003,524288,0.500,2744,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,28,42,2609,0.003,524288,0.500,3538,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,29,42,3420,0.003,524288,0.500,3694,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,30,42,3246,0.003,524288,0.500,3503,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,31,42,3229,0.003,524288,0.500,2047,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,32,42,2779,0.003,524288,0.500,3364,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,33,42,3197,0.003,524288,0.500,4849,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,34,42,3822,0.004,524288,0.500,2785,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,35,42,3216,0.003,524288,0.500,5533,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,36,42,3007,0.003,524288,0.500,3449,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,37,42,3156,0.003,524288,0.500,2580,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,38,42,2692,0.003,524288,0.500,2746,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,39,42,3140,0.003,524288,0.500,3362,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,40,42,2613,0.003,524288,0.500,3776,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,41,42,3183,0.003,524288,0.500,3952,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,42,42,2934,0.003,524288,0.500,2955,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,43,42,2417,0.002,524288,0.500,3724,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,44,42,3163,0.003,524288,0.500,2369,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,45,42,3080,0.003,524288,0.500,3972,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,46,42,3095,0.003,524288,0.500,2131,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,47,42,3201,0.003,524288,0.500,2546,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,48,42,2691,0.003,524288,0.500,2644,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,49,42,3918,0.004,524288,0.500,2295,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,50,42,3240,0.003,524288,0.500,2103,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,51,42,3299,0.003,524288,0.500,2161,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,52,42,2750,0.003,524288,0.500,2030,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,53,42,2463,0.002,524288,0.500,2036,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,54,42,2631,0.003,524288,0.500,4256,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,55,42,3234,0.003,524288,0.500,3217,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,56,42,2820,0.003,524288,0.500,3767,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,57,42,3150,0.003,524288,0.500,3620,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,58,42,2660,0.003,524288,0.500,3686,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,59,42,565382,0.565,0,0.000,4225,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,60,42,1616,0.002,524288,0.500,4071,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,61,42,2072,0.002,524288,0.500,2525,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,62,42,1735,0.002,524288,0.500,4446,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,63,42,2850,0.003,524288,0.500,2518,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,64,42,2556,0.003,524288,0.500,2987,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,65,42,1821,0.002,524288,0.500,2059,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,66,42,1819,0.002,524288,0.500,3294,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,67,42,2195,0.002,524288,0.500,3757,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,68,42,2300,0.002,524288,0.500,2669,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,69,42,2213,0.002,524288,0.500,3444,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,70,42,2189,0.002,524288,0.500,4024,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,71,42,2285,0.002,524288,0.500,2545,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,72,42,2174,0.002,524288,0.500,2776,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,73,42,2149,0.002,524288,0.500,3804,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,74,42,2225,0.002,524288,0.500,4485,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,75,42,2206,0.002,524288,0.500,3363,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,76,42,2243,0.002,524288,0.500,1714,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,77,42,1827,0.002,524288,0.500,2394,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,78,42,1618,0.002,524288,0.500,1686,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,79,42,1637,0.002,524288,0.500,3518,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,80,42,1791,0.002,524288,0.500,3535,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,81,42,2289,0.002,524288,0.500,3057,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,82,42,2211,0.002,524288,0.500,2438,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,83,42,2220,0.002,524288,0.500,3207,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,84,42,2249,0.002,524288,0.500,2521,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,85,42,2167,0.002,524288,0.500,3570,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,86,42,2277,0.002,524288,0.500,5322,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,87,42,2284,0.002,524288,0.500,2689,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,88,42,2211,0.002,524288,0.500,3513,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,89,42,2089,0.002,524288,0.500,3800,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,90,42,2222,0.002,524288,0.500,3175,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,91,42,2682,0.003,524288,0.500,3573,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,92,42,2456,0.002,524288,0.500,3670,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,93,42,2201,0.002,524288,0.500,3098,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,94,42,2266,0.002,524288,0.500,4470,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,95,42,2582,0.003,524288,0.500,4046,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,96,42,2036,0.002,524288,0.500,3007,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,97,42,1861,0.002,524288,0.500,3253,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,98,42,1833,0.002,524288,0.500,3303,,,0,0,0,false,fixed
Greedy,Uncorrelated,20,1000,99,42,1836,0.002,524288,0.500,2405,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,100,42,1782,0.002,524288,0.500,1218,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,101,42,2111,0.002,524288,0.500,1120,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,102,42,2176,0.002,524288,0.500,871,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,103,42,2215,0.002,524288,0.500,1114,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,104,42,2469,0.002,524288,0.500,1250,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,105,42,2387,0.002,524288,0.500,1203,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,106,42,2307,0.002,524288,0.500,1026,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,107,42,2438,0.002,524288,0.500,1220,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,108,42,2300,0.002,524288,0.500,1125,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,109,42,1675,0.002,524288,0.500,1009,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,110,42,1661,0.002,524288,0.500,1261,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,111,42,2112,0.002,524288,0.500,1031,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,112,42,1678,0.002,524288,0.500,934,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,113,42,2231,0.002,524288,0.500,1244,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,114,42,2208,0.002,524288,0.500,1038,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,115,42,2261,0.002,524288,0.500,1022,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,116,42,2870,0.003,524288,0.500,1020,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,117,42,2433,0.002,524288,0.500,1163,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,118,42,2609,0.003,524288,0.500,1152,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,119,42,2615,0.003,524288,0.500,1123,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,120,42,2567,0.003,524288,0.500,983,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,121,42,2528,0.003,524288,0.500,1053,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,122,42,3349,0.003,524288,0.500,986,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,123,42,2999,0.003,524288,0.500,1250,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,124,42,3191,0.003,524288,0.500,1131,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,125,42,3113,0.003,524288,0.500,1172,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,126,42,3387,0.003,524288,0.500,1266,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,127,42,2791,0.003,524288,0.500,1144,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,128,42,2984,0.003,524288,0.500,1016,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,129,42,2893,0.003,524288,0.500,942,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,130,42,2689,0.003,524288,0.500,1092,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,131,42,3553,0.004,524288,0.500,1373,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,132,42,3029,0.003,524288,0.500,1246,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,133,42,3419,0.003,524288,0.500,1031,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,134,42,3507,0.004,524288,0.500,1135,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,135,42,3350,0.003,524288,0.500,1132,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,136,42,3376,0.003,524288,0.500,1200,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,137,42,3092,0.003,524288,0.500,1208,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,138,42,3383,0.003,524288,0.500,1343,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,139,42,3247,0.003,524288,0.500,1148,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,140,42,3228,0.003,524288,0.500,1179,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,141,42,3175,0.003,524288,0.500,1008,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,142,42,3681,0.004,524288,0.500,1151,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,143,42,2374,0.002,524288,0.500,1100,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,144,42,3375,0.003,524288,0.500,1046,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,145,42,3239,0.003,524288,0.500,1158,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,146,42,3131,0.003,524288,0.500,1330,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,147,42,3049,0.003,524288,0.500,837,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,148,42,2728,0.003,524288,0.500,1009,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,149,42,2400,0.002,524288,0.500,1213,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,150,42,1921,0.002,524288,0.500,1157,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,151,42,3675,0.004,524288,0.500,1179,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,152,42,3214,0.003,524288,0.500,1035,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,153,42,3231,0.003,524288,0.500,1222,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,154,42,1580,0.002,524288,0.500,1346,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,155,42,3618,0.004,524288,0.500,970,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,156,42,3355,0.003,524288,0.500,1158,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,157,42,1945,0.002,524288,0.500,1119,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,158,42,3042,0.003,524288,0.500,1076,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,159,42,3362,0.003,524288,0.500,1276,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,160,42,1813,0.002,524288,0.500,1190,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,161,42,2975,0.003,524288,0.500,1019,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,162,42,3285,0.003,524288,0.500,1250,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,163,42,3379,0.003,524288,0.500,1059,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,164,42,2926,0.003,524288,0.500,1091,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,165,42,3169,0.003,524288,0.500,1079,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,166,42,3154,0.003,524288,0.500,1184,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,167,42,2674,0.003,524288,0.500,1111,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,168,42,2506,0.003,524288,0.500,1228,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,169,42,3596,0.004,524288,0.500,1219,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,170,42,1915,0.002,524288,0.500,968,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,171,42,1883,0.002,524288,0.500,1087,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,172,42,1574,0.002,524288,0.500,1241,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,173,42,1427,0.001,524288,0.500,1077,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,174,42,1448,0.001,524288,0.500,1071,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,175,42,3231,0.003,524288,0.500,1032,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,176,42,3072,0.003,524288,0.500,1371,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,177,42,1673,0.002,524288,0.500,1253,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,178,42,1420,0.001,524288,0.500,1108,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,179,42,3368,0.003,524288,0.500,1072,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,180,42,2922,0.003,524288,0.500,1015,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,181,42,3029,0.003,524288,0.500,1113,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,182,42,2709,0.003,524288,0.500,956,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,183,42,1426,0.001,524288,0.500,1334,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,184,42,2626,0.003,524288,0.500,1129,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,185,42,3081,0.003,524288,0.500,1039,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,186,42,3034,0.003,524288,0.500,903,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,187,42,1655,0.002,524288,0.500,1047,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,188,42,1533,0.002,524288,0.500,1072,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,189,42,1387,0.001,524288,0.500,1096,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,190,42,1641,0.002,524288,0.500,1156,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,191,42,2318,0.002,524288,0.500,1204,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,192,42,1848,0.002,524288,0.500,1142,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,193,42,1742,0.002,524288,0.500,1059,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,194,42,1788,0.002,524288,0.500,1238,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,195,42,1798,0.002,524288,0.500,1109,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,196,42,2164,0.002,524288,0.500,1115,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,197,42,3461,0.003,524288,0.500,1242,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,198,42,2494,0.002,524288,0.500,1238,,,0,0,0,false,fixed
Greedy,WeaklyCorrelated,20,1000,199,42,3240,0.003,524288,0.500,1172,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,200,42,3391,0.003,524288,0.500,933,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,201,42,3252,0.003,524288,0.500,808,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,202,42,3316,0.003,524288,0.500,960,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,203,42,3054,0.003,524288,0.500,698,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,204,42,3044,0.003,524288,0.500,637,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,205,42,1982,0.002,524288,0.500,1020,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,206,42,3396,0.003,524288,0.500,976,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,207,42,3836,0.004,524288,0.500,982,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,208,42,3118,0.003,524288,0.500,915,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,209,42,3180,0.003,524288,0.500,1002,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,210,42,3295,0.003,524288,0.500,1039,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,211,42,3430,0.003,524288,0.500,988,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,212,42,3224,0.003,524288,0.500,998,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,213,42,3631,0.004,524288,0.500,1014,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,214,42,3234,0.003,524288,0.500,945,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,215,42,3186,0.003,524288,0.500,852,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,216,42,3072,0.003,524288,0.500,1002,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,217,42,3450,0.003,524288,0.500,1013,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,218,42,3306,0.003,524288,0.500,780,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,219,42,2151,0.002,524288,0.500,975,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,220,42,3133,0.003,524288,0.500,1004,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,221,42,3476,0.003,524288,0.500,933,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,222,42,3076,0.003,524288,0.500,993,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,223,42,3225,0.003,524288,0.500,971,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,224,42,3131,0.003,524288,0.500,978,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,225,42,3202,0.003,524288,0.500,970,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,226,42,3119,0.003,524288,0.500,915,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,227,42,2960,0.003,524288,0.500,862,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,228,42,3178,0.003,524288,0.500,999,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,229,42,1441,0.001,524288,0.500,1021,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,230,42,3373,0.003,524288,0.500,937,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,231,42,1731,0.002,524288,0.500,1023,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,232,42,1628,0.002,524288,0.500,943,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,233,42,3555,0.004,524288,0.500,1046,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,234,42,3378,0.003,524288,0.500,895,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,235,42,3419,0.003,524288,0.500,1002,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,236,42,6542,0.007,524288,0.500,1047,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,237,42,3285,0.003,524288,0.500,785,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,238,42,3029,0.003,524288,0.500,951,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,239,42,1462,0.001,524288,0.500,982,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,240,42,3239,0.003,524288,0.500,984,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,241,42,1357,0.001,524288,0.500,810,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,242,42,3015,0.003,524288,0.500,1013,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,243,42,2445,0.002,524288,0.500,945,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,244,42,3089,0.003,524288,0.500,897,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,245,42,1291,0.001,524288,0.500,961,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,246,42,3067,0.003,524288,0.500,1011,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,247,42,2509,0.003,524288,0.500,935,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,248,42,1064,0.001,524288,0.500,997,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,249,42,1199,0.001,524288,0.500,736,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,250,42,1016,0.001,524288,0.500,835,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,251,42,1136,0.001,524288,0.500,1005,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,252,42,3036,0.003,524288,0.500,963,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,253,42,1296,0.001,524288,0.500,1038,,,0,0,0,false,fixed
Greedy,StronglyCorrelated,20,1000,254,42,3147,0.003,524288,0.500,1027,,,0,0,0,false,fixed
