algorithm,dataset_type,n,capacity,instance_id,seed,time_nanos,time_millis,memory_bytes,memory_mb,solution_value,optimal_value,optimality_gap,nodes_explored,nodes_pruned,max_queue_size,optimal,capacity_mode
Greedy,StronglyCorrelated,1000,258571,2715,42,241389,0.241,511800,0.488,262886,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,255901,2716,42,235371,0.235,524288,0.500,260066,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,247941,2717,42,224235,0.224,524288,0.500,252158,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,251950,2718,42,214694,0.215,511816,0.488,256258,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,250717,2719,42,242059,0.242,524288,0.500,255085,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,254764,2720,42,254737,0.255,524288,0.500,259138,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,248963,2721,42,280177,0.280,511808,0.488,253193,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,250056,2722,42,244272,0.244,524288,0.500,254408,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,257863,2723,42,245341,0.245,511760,0.488,262081,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,251625,2724,42,211339,0.211,524288,0.500,256005,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,240763,2725,42,249278,0.249,524288,0.500,245107,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,256318,2726,42,243847,0.244,511800,0.488,260692,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,255130,2727,42,242284,0.242,524288,0.500,259296,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,247623,2728,42,246468,0.246,524288,0.500,251885,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,247380,2729,42,251002,0.251,511784,0.488,251681,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,254979,2730,42,250631,0.251,524288,0.500,259330,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,244406,2731,42,244025,0.244,524288,0.500,248746,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,252477,2732,42,245356,0.245,511720,0.488,256751,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,241998,2733,42,210751,0.211,524288,0.500,246394,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,251356,2734,42,213304,0.213,524288,0.500,255674,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,240807,2735,42,244085,0.244,511808,0.488,245122,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,243635,2736,42,250125,0.250,524288,0.500,248002,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,254709,2737,42,209862,0.210,524288,0.500,258968,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,245124,2738,42,262446,0.262,511808,0.488,249417,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,255033,2739,42,246910,0.247,524288,0.500,259300,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,256759,2740,42,240227,0.240,508232,0.485,260969,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,245181,2741,42,242714,0.243,524288,0.500,249370,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,252436,2742,42,262165,0.262,524288,0.500,256873,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,253748,2743,42,240762,0.241,512216,0.488,258069,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,249359,2744,42,244868,0.245,524288,0.500,253657,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,246399,2745,42,228067,0.228,524288,0.500,250530,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,245494,2746,42,137154,0.137,512240,0.489,249774,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,246011,2747,42,192076,0.192,524288,0.500,250421,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,252163,2748,42,189002,0.189,524288,0.500,256412,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,243763,2749,42,117319,0.117,512208,0.488,247938,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,252711,2750,42,172853,0.173,524288,0.500,257034,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,248160,2751,42,159345,0.159,512240,0.489,252439,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,245620,2752,42,148618,0.149,524288,0.500,249862,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,248469,2753,42,145163,0.145,524288,0.500,252696,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,243406,2754,42,133716,0.134,512240,0.489,247655,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,254620,2755,42,141271,0.141,524288,0.500,258823,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,248755,2756,42,121394,0.121,524288,0.500,253213,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,247156,2757,42,119417,0.119,512232,0.489,251522,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,253427,2758,42,74501,0.075,524288,0.500,257775,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,248491,2759,42,115664,0.116,524288,0.500,252725,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,249157,2760,42,115246,0.115,512232,0.489,253593,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,252820,2761,42,116072,0.116,524288,0.500,257052,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,239777,2762,42,114245,0.114,524288,0.500,244017,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,252565,2763,42,115864,0.116,512232,0.489,256956,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,259478,2764,42,116300,0.116,524288,0.500,263881,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,245573,2765,42,113677,0.114,524288,0.500,249968,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,251598,2766,42,115908,0.116,512216,0.488,255891,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,254070,2767,42,116195,0.116,524288,0.500,258432,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,240070,2768,42,113808,0.114,524288,0.500,244340,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,252758,2769,42,112821,0.113,512232,0.489,256892,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,258326,2770,42,116480,0.116,524288,0.500,262723,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,257146,2771,42,119879,0.120,512208,0.488,261578,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,244931,2772,42,113907,0.114,524288,0.500,249187,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,260120,2773,42,115904,0.116,524288,0.500,264438,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,243683,2774,42,116561,0.117,512240,0.489,247950,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,257766,2775,42,115743,0.116,524288,0.500,262096,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,248881,2776,42,116343,0.116,524288,0.500,253182,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,246227,2777,42,76686,0.077,495544,0.473,250616,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,253785,2778,42,76329,0.076,524288,0.500,258135,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,251431,2779,42,75236,0.075,524288,0.500,255594,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,247067,2780,42,75576,0.076,512184,0.488,251416,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,253742,2781,42,75087,0.075,524288,0.500,257968,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,255378,2782,42,115633,0.116,524288,0.500,259655,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,253572,2783,42,130100,0.130,512240,0.489,257980,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,254965,2784,42,129643,0.130,524288,0.500,259291,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,252690,2785,42,130122,0.130,524288,0.500,256987,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,247821,2786,42,84013,0.084,512216,0.488,252164,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,253424,2787,42,83366,0.083,524288,0.500,257767,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,247409,2788,42,82547,0.083,524288,0.500,251773,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,252573,2789,42,82117,0.082,512232,0.489,256996,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,246063,2790,42,126685,0.127,524288,0.500,250342,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,254327,2791,42,127075,0.127,512208,0.488,258481,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,253729,2792,42,129229,0.129,524288,0.500,258064,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,251865,2793,42,126159,0.126,524288,0.500,256138,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,243092,2794,42,134362,0.134,512240,0.489,247355,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,246843,2795,42,134726,0.135,524288,0.500,251386,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,248603,2796,42,170393,0.170,524288,0.500,252865,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,244857,2797,42,134435,0.134,512216,0.488,249182,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,250087,2798,42,134947,0.135,524288,0.500,254481,,,0,0,0,false,scaled
Greedy,StronglyCorrelated,1000,250156,2799,42,140908,0.141,524288,0.500,254473,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,254876,2800,42,91989,0.092,512184,0.488,444918,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,248974,2801,42,92355,0.092,524288,0.500,461033,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,247237,2802,42,91457,0.091,524288,0.500,464915,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,251864,2803,42,92062,0.092,512240,0.489,456341,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,253248,2804,42,89865,0.090,524288,0.500,453951,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,249782,2805,42,90477,0.090,524288,0.500,456566,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,258801,2806,42,92926,0.093,512216,0.488,439046,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,257505,2807,42,135566,0.136,524288,0.500,446700,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,247732,2808,42,136725,0.137,524288,0.500,468083,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,249942,2809,42,136461,0.136,512232,0.489,458039,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,244437,2810,42,140934,0.141,524288,0.500,470589,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,248822,2811,42,136099,0.136,512208,0.488,456062,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,248673,2812,42,138413,0.138,524288,0.500,460690,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,256095,2813,42,140218,0.140,524288,0.500,447298,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,249564,2814,42,91791,0.092,512240,0.489,459292,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,247254,2815,42,135646,0.136,524288,0.500,460100,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,245130,2816,42,138405,0.138,524288,0.500,464251,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,248549,2817,42,136569,0.137,512216,0.488,460327,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,244837,2818,42,136897,0.137,524288,0.500,466451,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,248432,2819,42,136202,0.136,524288,0.500,463361,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,247933,2820,42,137810,0.138,512184,0.488,461946,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,246904,2821,42,136947,0.137,524288,0.500,465018,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,248159,2822,42,137193,0.137,524288,0.500,459947,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,250597,2823,42,135348,0.135,512240,0.489,455209,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,247084,2824,42,135756,0.136,524288,0.500,461919,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,247068,2825,42,135551,0.136,524288,0.500,459936,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,246782,2826,42,133026,0.133,512216,0.488,465597,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,251942,2827,42,131562,0.132,524288,0.500,457077,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,263265,2828,42,132597,0.133,524288,0.500,435097,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,246823,2829,42,133530,0.134,512232,0.489,464490,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,245927,2830,42,136448,0.136,524288,0.500,465068,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,257208,2831,42,132212,0.132,512208,0.488,442859,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,249804,2832,42,94093,0.094,524288,0.500,458541,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,249909,2833,42,144509,0.145,524288,0.500,457105,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,242687,2834,42,132190,0.132,512240,0.489,473492,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,249393,2835,42,89179,0.089,524288,0.500,459878,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,254322,2836,42,89413,0.089,524288,0.500,451023,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,247739,2837,42,88142,0.088,512216,0.488,463366,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,240761,2838,42,139764,0.140,524288,0.500,475372,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,249773,2839,42,138441,0.138,524288,0.500,453599,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,261223,2840,42,138379,0.138,512184,0.488,438887,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,240509,2841,42,136523,0.137,524288,0.500,475811,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,253761,2842,42,137391,0.137,524288,0.500,448138,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,249572,2843,42,136383,0.136,512240,0.489,458697,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,256117,2844,42,89692,0.090,524288,0.500,447024,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,248181,2845,42,90641,0.091,524288,0.500,459815,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,246518,2846,42,89859,0.090,512216,0.488,464375,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,251874,2847,42,90289,0.090,524288,0.500,451527,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,255490,2848,42,89618,0.090,524288,0.500,446905,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,251806,2849,42,89362,0.089,512232,0.489,457523,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,243946,2850,42,89372,0.089,524288,0.500,468183,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,250549,2851,42,134262,0.134,512208,0.488,459643,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,250444,2852,42,140329,0.140,524288,0.500,457470,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,254351,2853,42,134251,0.134,524288,0.500,443865,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,242393,2854,42,135555,0.136,512232,0.489,467730,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,246447,2855,42,138175,0.138,524288,0.500,466387,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,247511,2856,42,92156,0.092,524288,0.500,458244,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,256701,2857,42,91600,0.092,512216,0.488,446644,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,252630,2858,42,92423,0.092,524288,0.500,454148,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,253649,2859,42,94750,0.095,524288,0.500,450488,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,253528,2860,42,93530,0.094,512240,0.489,450268,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,258018,2861,42,102975,0.103,524288,0.500,438684,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,265810,2862,42,127754,0.128,524288,0.500,427168,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,251818,2863,42,104499,0.104,512184,0.488,456095,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,252627,2864,42,102134,0.102,524288,0.500,455292,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,253548,2865,42,100622,0.101,524288,0.500,453649,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,244042,2866,42,99199,0.099,512144,0.488,467831,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,249219,2867,42,99751,0.100,524288,0.500,463941,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,247064,2868,42,142896,0.143,524288,0.500,465209,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,252569,2869,42,106967,0.107,512200,0.488,454341,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,251222,2870,42,110819,0.111,524288,0.500,457880,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,256459,2871,42,105883,0.106,524288,0.500,445262,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,246165,2872,42,104929,0.105,512248,0.489,457978,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,255320,2873,42,103467,0.103,524288,0.500,446438,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,249880,2874,42,101743,0.102,524288,0.500,456891,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,240084,2875,42,101199,0.101,512208,0.488,474847,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,254826,2876,42,100215,0.100,524288,0.500,447067,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,252794,2877,42,100239,0.100,512224,0.488,452343,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,241436,2878,42,102855,0.103,524288,0.500,478745,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,252437,2879,42,99358,0.099,524288,0.500,451786,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,254230,2880,42,103246,0.103,512216,0.488,448648,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,240373,2881,42,98196,0.098,508344,0.485,473758,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,258279,2882,42,99591,0.100,524288,0.500,442116,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,239750,2883,42,99585,0.100,524288,0.500,477556,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,249345,2884,42,99588,0.100,512256,0.489,457374,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,245502,2885,42,103113,0.103,524288,0.500,466783,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,254936,2886,42,99519,0.100,524288,0.500,448224,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,255601,2887,42,141490,0.141,512280,0.489,445679,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,254532,2888,42,140003,0.140,524288,0.500,446291,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,247616,2889,42,108147,0.108,524288,0.500,459476,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,252981,2890,42,104922,0.105,512328,0.489,451834,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,249521,2891,42,106371,0.106,524288,0.500,457371,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,247122,2892,42,97142,0.097,512296,0.489,460639,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,245144,2893,42,95314,0.095,524288,0.500,467720,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,248829,2894,42,96397,0.096,524288,0.500,458186,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,254186,2895,42,145620,0.146,512344,0.489,449847,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,262002,2896,42,93061,0.093,524288,0.500,436761,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,255369,2897,42,140094,0.140,524288,0.500,447496,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,242892,2898,42,134682,0.135,512320,0.489,469174,,,0,0,0,false,scaled
Greedy,InverseCorrelated,1000,242780,2899,42,135600,0.136,524288,0.500,470331,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,256187,2900,42,129783,0.130,524288,0.500,269062,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,248311,2901,42,131307,0.131,512296,0.489,260702,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,256075,2902,42,83731,0.084,524288,0.500,268918,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,253491,2903,42,80314,0.080,524288,0.500,265776,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,262859,2904,42,122536,0.123,512296,0.489,275028,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,258093,2905,42,121879,0.122,524288,0.500,271121,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,248213,2906,42,123761,0.124,524288,0.500,261361,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,249957,2907,42,124533,0.125,512344,0.489,262932,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,248060,2908,42,122168,0.122,524288,0.500,260064,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,248674,2909,42,116312,0.116,524288,0.500,261530,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,244878,2910,42,116462,0.116,512352,0.489,258009,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,253489,2911,42,114627,0.115,524288,0.500,265159,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,253030,2912,42,115217,0.115,524288,0.500,264758,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,248690,2913,42,116026,0.116,512320,0.489,261717,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,247885,2914,42,74659,0.075,524288,0.500,260319,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,243984,2915,42,116359,0.116,512336,0.489,256304,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,250989,2916,42,115017,0.115,524288,0.500,263724,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,243712,2917,42,116214,0.116,524288,0.500,255977,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,255616,2918,42,114600,0.115,512336,0.489,269012,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,256431,2919,42,115923,0.116,524288,0.500,268988,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,250661,2920,42,118829,0.119,524288,0.500,263081,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,245864,2921,42,116242,0.116,512344,0.489,257972,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,242789,2922,42,74841,0.075,524288,0.500,254856,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,246580,2923,42,115134,0.115,524288,0.500,258532,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,243162,2924,42,115985,0.116,512344,0.489,254627,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,246480,2925,42,115930,0.116,524288,0.500,259834,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,245256,2926,42,115987,0.116,524288,0.500,257128,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,252059,2927,42,115863,0.116,512256,0.489,263537,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,254067,2928,42,115220,0.115,524288,0.500,266485,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,247182,2929,42,115074,0.115,524288,0.500,258901,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,252676,2930,42,74537,0.075,512280,0.489,265357,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,244141,2931,42,76312,0.076,524288,0.500,255143,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,249585,2932,42,75091,0.075,524288,0.500,261806,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,252376,2933,42,71629,0.072,512328,0.489,264294,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,256883,2934,42,74969,0.075,524288,0.500,269812,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,257076,2935,42,71823,0.072,512296,0.489,268679,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,251345,2936,42,74626,0.075,524288,0.500,262572,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,255658,2937,42,75890,0.076,524288,0.500,267426,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,251356,2938,42,75227,0.075,512344,0.489,263734,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,251791,2939,42,78564,0.079,524288,0.500,264509,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,252323,2940,42,119436,0.119,524288,0.500,265086,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,247597,2941,42,75568,0.076,512352,0.489,259293,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,251018,2942,42,74853,0.075,524288,0.500,264080,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,243479,2943,42,72734,0.073,524288,0.500,255681,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,249985,2944,42,74876,0.075,512320,0.489,262690,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,248082,2945,42,72472,0.072,524288,0.500,259540,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,251813,2946,42,115185,0.115,524288,0.500,264155,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,254468,2947,42,115452,0.115,512336,0.489,266784,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,258092,2948,42,116411,0.116,524288,0.500,271951,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,243685,2949,42,116243,0.116,524288,0.500,254842,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,251347,2950,42,75127,0.075,512336,0.489,264132,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,251116,2951,42,79989,0.080,524288,0.500,264771,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,240727,2952,42,74840,0.075,524288,0.500,252201,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,250247,2953,42,115189,0.115,512344,0.489,263886,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,249416,2954,42,115703,0.116,524288,0.500,262107,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,254019,2955,42,118296,0.118,524288,0.500,266986,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,243475,2956,42,114693,0.115,512344,0.489,255031,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,251255,2957,42,105240,0.105,524288,0.500,263726,,,0,0,0,false,scaled
Greedy,AlmostEqualRatios,1000,248435,2958,42,114428,0.114,512344,0.489,261112,,,0,0,0,false,scaled
