instance_id,depth_p10,depth_p50,depth_p90,depth_entropy,depth_skew,queue_entropy
0,3,7,14,3.9738708822655253,0.6560244159720072,0.9136617865655932
1,1,6,16,4.066108939837481,0.5666087981610257,0.0
2,1,8,17,4.2626923908396215,0.22706775840343307,0.0
3,1,8,17,4.277613436819116,0.14553478053699212,0.0
4,2,7,17,4.187255606858693,0.3551373723135993,0.0
5,1,7,18,4.235926350629033,0.39897672035655574,0.0
6,2,7,13,3.9798730959450577,0.08981356898809359,0.0
7,1,7,17,4.243856189774724,0.3626484153545563,0.0
8,1,7,17,4.237291339955158,0.436895509287441,0.0
9,1,7,17,4.251629167387824,0.3009446460729951,0.0
10,2,8,16,4.249999999999999,0.3033962744520551,0.0
11,3,8,15,4.125747894870812,0.3082105528996016,0.0
12,1,7,16,4.1757358691004915,0.316494755959171,0.0
13,1,7,17,4.251629167387824,0.3009446460729951,0.0
14,2,8,16,4.175273297885967,0.3647326617754536,0.0
15,1,5,17,4.1550455468258045,0.5429639133939759,0.0
16,1,8,17,4.243856189774724,0.20894607255067857,0.0
17,2,8,16,4.249999999999999,0.3033962744520551,0.0
18,1,6,17,4.238901256602632,0.4090310484629023,0.0
19,2,8,16,4.200702573517886,0.30141394223287565,0.0
20,1,7,17,4.238901256602632,0.39284634867572354,0.0
21,2,6,15,4.054538856580819,0.558756137017885,0.0
22,1,7,17,4.21126073643228,0.4564866516997287,0.0
23,1,7,16,4.1757358691004915,0.316494755959171,0.0
24,2,9,15,4.180365114215879,0.006458123316477604,0.0
25,1,7,17,4.236368983644951,0.40336772271703325,0.0
26,2,7,16,4.124999999999999,0.5792806118693605,0.0
27,3,10,17,4.2400130401389315,-0.044375818361852074,0.0
28,1,6,15,4.088779347361361,0.39219755906086573,0.0
29,1,7,17,4.236368983644951,0.43774095549252046,0.0
30,1,6,16,4.161978179679555,0.44320430846197034,0.0
31,1,6,16,4.103465189601646,0.45441307233046513,0.0
32,1,7,16,4.163856189774725,0.38670236753607434,0.0
33,2,9,16,4.229327351940021,0.17431277883599303,0.0
34,2,9,16,4.248426788747655,0.18859410637691373,0.0
35,2,8,16,4.226409765557391,0.37215883047813547,0.0
36,2,7,16,4.162023973678587,0.44181090680037394,0.0
37,1,7,17,4.251629167387824,0.3009446460729951,0.0
38,1,7,17,4.251629167387824,0.3009446460729951,0.0
39,1,6,17,4.238901256602632,0.4090310484629023,0.0
40,2,7,16,4.148955904159995,0.44718414349555213,0.0
41,3,9,16,4.0783429063397145,-0.0003431839853368368,0.0
42,2,6,15,4.051821770808045,0.643993998884816,0.0
43,3,9,15,4.0928171090636285,0.1380852848331316,0.0
44,1,8,16,4.201841232302569,0.15596522456406137,0.0
45,1,7,17,4.251629167387824,0.3009446460729951,0.0
46,1,8,17,4.277613436819116,0.14553478053699212,0.0
47,2,7,16,4.19715972342415,0.4644018012575315,0.0
48,2,5,17,4.101881223476019,0.558620667194287,0.0
49,1,7,17,4.21126073643228,0.5053978185749269,0.0
50,1,8,15,4.121928094887363,0.16752762569626023,0.0
51,1,4,9,3.392747410448785,0.2950434305646559,0.0
52,2,7,15,4.035276898293953,0.5718777232758767,0.0
53,1,6,17,4.209867121904037,0.42823896667485184,0.0
54,1,6,17,4.238901256602632,0.4090310484629023,0.0
55,2,8,17,4.238521032323435,0.2869462954394856,0.0
56,3,8,15,4.122267155281455,0.29193278655662824,0.0
57,1,6,14,4.011365041826379,0.3499494848597793,0.0
58,1,7,17,4.235926350629033,0.44720989380041976,0.0
59,2,7,16,4.124999999999999,0.5792806118693605,0.0
60,2,7,16,4.202819531114782,0.47444322344583567,0.0
61,3,8,17,4.227915764066453,0.22825755727193364,0.0
62,3,10,16,4.118877177185879,-0.20139826883475848,0.0
