instance_id,n,family,capacity_mode,capacity,seed,selected_count,solution_density,residual_capacity,capacity_utilization,last_selected_position,first_skipped_position
901,50,AlmostEqualRatios,fixed,1000,42,5,0.100000,17,0.983000,46,2
902,50,AlmostEqualRatios,fixed,1000,42,1,0.020000,17,0.983000,0,1
903,50,AlmostEqualRatios,fixed,1000,42,5,0.100000,7,0.993000,26,2
904,50,AlmostEqualRatios,fixed,1000,42,7,0.140000,29,0.971000,32,1
905,50,AlmostEqualRatios,fixed,1000,42,4,0.080000,19,0.981000,19,2
906,50,AlmostEqualRatios,fixed,1000,42,7,0.140000,10,0.990000,37,3
907,50,AlmostEqualRatios,fixed,1000,42,8,0.160000,5,0.995000,40,1
908,50,AlmostEqualRatios,fixed,1000,42,4,0.080000,19,0.981000,5,1
909,50,AlmostEqualRatios,fixed,1000,42,4,0.080000,9,0.991000,47,1
910,50,AlmostEqualRatios,fixed,1000,42,9,0.180000,88,0.912000,27,5
911,50,AlmostEqualRatios,fixed,1000,42,8,0.160000,4,0.996000,38,4
912,50,AlmostEqualRatios,fixed,1000,42,5,0.100000,52,0.948000,27,3
913,50,AlmostEqualRatios,fixed,1000,42,4,0.080000,48,0.952000,15,2
914,50,AlmostEqualRatios,fixed,1000,42,3,0.060000,29,0.971000,2,3
915,50,AlmostEqualRatios,fixed,1000,42,3,0.060000,19,0.981000,16,1
916,50,AlmostEqualRatios,fixed,1000,42,2,0.040000,35,0.965000,4,1
917,50,AlmostEqualRatios,fixed,1000,42,4,0.080000,4,0.996000,16,2
918,50,AlmostEqualRatios,fixed,1000,42,3,0.060000,14,0.986000,3,1
919,50,AlmostEqualRatios,fixed,1000,42,4,0.080000,7,0.993000,43,2
920,50,AlmostEqualRatios,fixed,1000,42,6,0.120000,24,0.976000,49,1
921,50,AlmostEqualRatios,fixed,1000,42,2,0.040000,0,1.000000,7,1
922,50,AlmostEqualRatios,fixed,1000,42,5,0.100000,8,0.992000,43,2
923,50,AlmostEqualRatios,fixed,1000,42,5,0.100000,18,0.982000,24,1
924,50,AlmostEqualRatios,fixed,1000,42,3,0.060000,13,0.987000,13,2
925,50,AlmostEqualRatios,fixed,1000,42,6,0.120000,15,0.985000,26,1
926,50,AlmostEqualRatios,fixed,1000,42,8,0.160000,13,0.987000,38,1
927,50,AlmostEqualRatios,fixed,1000,42,5,0.100000,16,0.984000,27,4
928,50,AlmostEqualRatios,fixed,1000,42,5,0.100000,38,0.962000,12,2
929,50,AlmostEqualRatios,fixed,1000,42,6,0.120000,28,0.972000,46,4
930,50,AlmostEqualRatios,fixed,1000,42,5,0.100000,21,0.979000,36,1
931,50,AlmostEqualRatios,fixed,1000,42,2,0.040000,14,0.986000,1,2
932,50,AlmostEqualRatios,fixed,1000,42,4,0.080000,7,0.993000,26,2
933,50,AlmostEqualRatios,fixed,1000,42,3,0.060000,3,0.997000,40,1
934,50,AlmostEqualRatios,fixed,1000,42,4,0.080000,32,0.968000,26,1
935,50,AlmostEqualRatios,fixed,1000,42,3,0.060000,41,0.959000,3,2
936,50,AlmostEqualRatios,fixed,1000,42,5,0.100000,3,0.997000,49,1
937,50,AlmostEqualRatios,fixed,1000,42,4,0.080000,102,0.898000,45,1
938,50,AlmostEqualRatios,fixed,1000,42,6,0.120000,17,0.983000,12,3
939,50,AlmostEqualRatios,fixed,1000,42,3,0.060000,11,0.989000,13,1
940,50,AlmostEqualRatios,fixed,1000,42,2,0.040000,9,0.991000,10,1
941,50,AlmostEqualRatios,fixed,1000,42,2,0.040000,41,0.959000,2,1
942,50,AlmostEqualRatios,fixed,1000,42,2,0.040000,24,0.976000,9,1
943,50,AlmostEqualRatios,fixed,1000,42,7,0.140000,13,0.987000,30,1
944,50,AlmostEqualRatios,fixed,1000,42,2,0.040000,0,1.000000,2,1
945,50,AlmostEqualRatios,fixed,1000,42,4,0.080000,17,0.983000,49,2
946,50,AlmostEqualRatios,fixed,1000,42,4,0.080000,55,0.945000,32,1
947,50,AlmostEqualRatios,fixed,1000,42,2,0.040000,20,0.980000,1,2
948,50,AlmostEqualRatios,fixed,1000,42,4,0.080000,27,0.973000,13,2
949,50,AlmostEqualRatios,fixed,1000,42,5,0.100000,12,0.988000,7,2
950,50,AlmostEqualRatios,fixed,1000,42,4,0.080000,49,0.951000,15,2
951,50,AlmostEqualRatios,fixed,1000,42,5,0.100000,26,0.974000,8,1
952,50,AlmostEqualRatios,fixed,1000,42,3,0.060000,4,0.996000,36,2
953,50,AlmostEqualRatios,fixed,1000,42,4,0.080000,3,0.997000,8,2
954,50,AlmostEqualRatios,fixed,1000,42,5,0.100000,0,1.000000,40,1
955,50,AlmostEqualRatios,fixed,1000,42,5,0.100000,20,0.980000,14,2
956,50,AlmostEqualRatios,fixed,1000,42,7,0.140000,2,0.998000,18,5
957,50,AlmostEqualRatios,fixed,1000,42,3,0.060000,4,0.996000,2,3
958,50,AlmostEqualRatios,fixed,1000,42,3,0.060000,4,0.996000,4,1
959,50,AlmostEqualRatios,fixed,1000,42,4,0.080000,8,0.992000,17,2
960,50,AlmostEqualRatios,fixed,1000,42,5,0.100000,41,0.959000,17,4
961,50,AlmostEqualRatios,fixed,1000,42,4,0.080000,63,0.937000,32,2
962,50,AlmostEqualRatios,fixed,1000,42,7,0.140000,4,0.996000,28,1
963,50,AlmostEqualRatios,fixed,1000,42,6,0.120000,7,0.993000,44,2
964,50,AlmostEqualRatios,fixed,1000,42,3,0.060000,7,0.993000,5,2
965,50,AlmostEqualRatios,fixed,1000,42,2,0.040000,2,0.998000,23,1
966,50,AlmostEqualRatios,fixed,1000,42,3,0.060000,25,0.975000,26,1
967,50,AlmostEqualRatios,fixed,1000,42,6,0.120000,7,0.993000,45,1
968,50,AlmostEqualRatios,fixed,1000,42,3,0.060000,41,0.959000,16,1
969,50,AlmostEqualRatios,fixed,1000,42,2,0.040000,1,0.999000,28,1
970,50,AlmostEqualRatios,fixed,1000,42,10,0.200000,14,0.986000,46,3
971,50,AlmostEqualRatios,fixed,1000,42,3,0.060000,4,0.996000,34,1
972,50,AlmostEqualRatios,fixed,1000,42,5,0.100000,4,0.996000,44,1
973,50,AlmostEqualRatios,fixed,1000,42,3,0.060000,22,0.978000,11,1
974,50,AlmostEqualRatios,fixed,1000,42,6,0.120000,18,0.982000,28,1
975,50,AlmostEqualRatios,fixed,1000,42,5,0.100000,15,0.985000,23,2
976,50,AlmostEqualRatios,fixed,1000,42,5,0.100000,14,0.986000,49,1
977,50,AlmostEqualRatios,fixed,1000,42,5,0.100000,11,0.989000,49,1
978,50,AlmostEqualRatios,fixed,1000,42,5,0.100000,24,0.976000,43,1
979,50,AlmostEqualRatios,fixed,1000,42,3,0.060000,8,0.992000,44,1
980,50,AlmostEqualRatios,fixed,1000,42,7,0.140000,6,0.994000,29,2
981,50,AlmostEqualRatios,fixed,1000,42,6,0.120000,6,0.994000,49,2
982,50,AlmostEqualRatios,fixed,1000,42,3,0.060000,44,0.956000,24,1
983,50,AlmostEqualRatios,fixed,1000,42,4,0.080000,15,0.985000,9,1
984,50,AlmostEqualRatios,fixed,1000,42,7,0.140000,3,0.997000,43,1
985,50,AlmostEqualRatios,fixed,1000,42,7,0.140000,7,0.993000,46,2
986,50,AlmostEqualRatios,fixed,1000,42,3,0.060000,3,0.997000,23,1
987,50,AlmostEqualRatios,fixed,1000,42,5,0.100000,1,0.999000,49,2
988,50,AlmostEqualRatios,fixed,1000,42,6,0.120000,26,0.974000,35,1
989,50,AlmostEqualRatios,fixed,1000,42,4,0.080000,6,0.994000,35,3
990,50,AlmostEqualRatios,fixed,1000,42,4,0.080000,11,0.989000,8,3
991,50,AlmostEqualRatios,fixed,1000,42,3,0.060000,26,0.974000,17,2
992,50,AlmostEqualRatios,fixed,1000,42,7,0.140000,6,0.994000,8,4
993,50,AlmostEqualRatios,fixed,1000,42,4,0.080000,0,1.000000,45,2
994,50,AlmostEqualRatios,fixed,1000,42,4,0.080000,21,0.979000,49,1
995,50,AlmostEqualRatios,fixed,1000,42,4,0.080000,9,0.991000,24,1
996,50,AlmostEqualRatios,fixed,1000,42,4,0.080000,34,0.966000,15,3
997,50,AlmostEqualRatios,fixed,1000,42,5,0.100000,6,0.994000,44,3
998,50,AlmostEqualRatios,fixed,1000,42,6,0.120000,6,0.994000,35,2
999,50,AlmostEqualRatios,fixed,1000,42,3,0.060000,44,0.956000,18,1
1000,100,Uncorrelated,fixed,1000,42,11,0.110000,47,0.953000,10,11
1001,100,Uncorrelated,fixed,1000,42,12,0.120000,8,0.992000,11,12
1002,100,Uncorrelated,fixed,1000,42,12,0.120000,20,0.980000,11,12
1003,100,Uncorrelated,fixed,1000,42,11,0.110000,44,0.956000,19,9
1004,100,Uncorrelated,fixed,1000,42,13,0.130000,30,0.970000,98,11
1005,100,Uncorrelated,fixed,1000,42,9,0.090000,46,0.954000,8,9
1006,100,Uncorrelated,fixed,1000,42,12,0.120000,47,0.953000,11,12
1007,100,Uncorrelated,fixed,1000,42,13,0.130000,16,0.984000,14,12
1008,100,Uncorrelated,fixed,1000,42,14,0.140000,70,0.930000,96,13
1009,100,Uncorrelated,fixed,1000,42,10,0.100000,49,0.951000,54,9
1010,100,Uncorrelated,fixed,1000,42,16,0.160000,19,0.981000,33,14
1011,100,Uncorrelated,fixed,1000,42,11,0.110000,1,0.999000,10,11
1012,100,Uncorrelated,fixed,1000,42,14,0.140000,46,0.954000,13,14
1013,100,Uncorrelated,fixed,1000,42,15,0.150000,32,0.968000,14,15
1014,100,Uncorrelated,fixed,1000,42,11,0.110000,22,0.978000,17,10
1015,100,Uncorrelated,fixed,1000,42,14,0.140000,24,0.976000,28,13
1016,100,Uncorrelated,fixed,1000,42,13,0.130000,19,0.981000,18,12
1017,100,Uncorrelated,fixed,1000,42,16,0.160000,16,0.984000,15,16
1018,100,Uncorrelated,fixed,1000,42,12,0.120000,23,0.977000,25,11
1019,100,Uncorrelated,fixed,1000,42,14,0.140000,7,0.993000,15,13
1020,100,Uncorrelated,fixed,1000,42,10,0.100000,11,0.989000,35,9
1021,100,Uncorrelated,fixed,1000,42,10,0.100000,31,0.969000,9,10
1022,100,Uncorrelated,fixed,1000,42,12,0.120000,58,0.942000,11,12
1023,100,Uncorrelated,fixed,1000,42,14,0.140000,23,0.977000,82,13
1024,100,Uncorrelated,fixed,1000,42,13,0.130000,32,0.968000,13,12
1025,100,Uncorrelated,fixed,1000,42,11,0.110000,95,0.905000,11,10
1026,100,Uncorrelated,fixed,1000,42,13,0.130000,30,0.970000,12,13
1027,100,Uncorrelated,fixed,1000,42,10,0.100000,21,0.979000,11,9
1028,100,Uncorrelated,fixed,1000,42,13,0.130000,92,0.908000,12,13
1029,100,Uncorrelated,fixed,1000,42,12,0.120000,34,0.966000,11,12
1030,100,Uncorrelated,fixed,1000,42,15,0.150000,23,0.977000,14,15
1031,100,Uncorrelated,fixed,1000,42,13,0.130000,58,0.942000,17,12
1032,100,Uncorrelated,fixed,1000,42,10,0.100000,126,0.874000,9,10
1033,100,Uncorrelated,fixed,1000,42,17,0.170000,57,0.943000,22,16
1034,100,Uncorrelated,fixed,1000,42,15,0.150000,11,0.989000,17,14
1035,100,Uncorrelated,fixed,1000,42,13,0.130000,0,1.000000,54,11
1036,100,Uncorrelated,fixed,1000,42,14,0.140000,24,0.976000,38,12
1037,100,Uncorrelated,fixed,1000,42,12,0.120000,0,1.000000,14,11
1038,100,Uncorrelated,fixed,1000,42,16,0.160000,1,0.999000,17,15
1039,100,Uncorrelated,fixed,1000,42,10,0.100000,3,0.997000,65,9
1040,100,Uncorrelated,fixed,1000,42,10,0.100000,19,0.981000,19,9
1041,100,Uncorrelated,fixed,1000,42,13,0.130000,61,0.939000,13,12
1042,100,Uncorrelated,fixed,1000,42,10,0.100000,111,0.889000,9,10
1043,100,Uncorrelated,fixed,1000,42,12,0.120000,29,0.971000,64,11
1044,100,Uncorrelated,fixed,1000,42,14,0.140000,7,0.993000,14,13
1045,100,Uncorrelated,fixed,1000,42,14,0.140000,28,0.972000,49,12
1046,100,Uncorrelated,fixed,1000,42,12,0.120000,2,0.998000,56,11
1047,100,Uncorrelated,fixed,1000,42,15,0.150000,21,0.979000,14,15
1048,100,Uncorrelated,fixed,1000,42,11,0.110000,3,0.997000,78,10
1049,100,Uncorrelated,fixed,1000,42,9,0.090000,39,0.961000,79,8
1050,100,Uncorrelated,fixed,1000,42,12,0.120000,74,0.926000,11,12
1051,100,Uncorrelated,fixed,1000,42,13,0.130000,63,0.937000,26,12
1052,100,Uncorrelated,fixed,1000,42,15,0.150000,38,0.962000,36,13
1053,100,Uncorrelated,fixed,1000,42,15,0.150000,17,0.983000,18,14
1054,100,Uncorrelated,fixed,1000,42,10,0.100000,31,0.969000,9,10
1055,100,Uncorrelated,fixed,1000,42,15,0.150000,3,0.997000,18,14
1056,100,Uncorrelated,fixed,1000,42,12,0.120000,27,0.973000,11,12
1057,100,Uncorrelated,fixed,1000,42,15,0.150000,30,0.970000,15,14
1058,100,Uncorrelated,fixed,1000,42,13,0.130000,40,0.960000,12,13
1059,100,Uncorrelated,fixed,1000,42,10,0.100000,73,0.927000,9,10
1060,100,Uncorrelated,fixed,1000,42,14,0.140000,6,0.994000,79,13
1061,100,Uncorrelated,fixed,1000,42,14,0.140000,21,0.979000,35,13
1062,100,Uncorrelated,fixed,1000,42,14,0.140000,0,1.000000,13,14
1063,100,Uncorrelated,fixed,1000,42,14,0.140000,16,0.984000,19,13
1064,100,Uncorrelated,fixed,1000,42,11,0.110000,38,0.962000,14,10
1065,100,Uncorrelated,fixed,1000,42,13,0.130000,23,0.977000,17,11
1066,100,Uncorrelated,fixed,1000,42,14,0.140000,56,0.944000,18,13
1067,100,Uncorrelated,fixed,1000,42,10,0.100000,38,0.962000,31,9
1068,100,Uncorrelated,fixed,1000,42,15,0.150000,12,0.988000,71,14
1069,100,Uncorrelated,fixed,1000,42,12,0.120000,29,0.971000,11,12
1070,100,Uncorrelated,fixed,1000,42,10,0.100000,6,0.994000,9,10
1071,100,Uncorrelated,fixed,1000,42,13,0.130000,9,0.991000,14,12
1072,100,Uncorrelated,fixed,1000,42,10,0.100000,1,0.999000,10,9
1073,100,Uncorrelated,fixed,1000,42,9,0.090000,10,0.990000,8,9
1074,100,Uncorrelated,fixed,1000,42,13,0.130000,27,0.973000,12,13
1075,100,Uncorrelated,fixed,1000,42,13,0.130000,61,0.939000,13,12
1076,100,Uncorrelated,fixed,1000,42,13,0.130000,11,0.989000,24,12
1077,100,Uncorrelated,fixed,1000,42,8,0.080000,33,0.967000,9,7
1078,100,Uncorrelated,fixed,1000,42,14,0.140000,83,0.917000,20,13
1079,100,Uncorrelated,fixed,1000,42,13,0.130000,25,0.975000,29,12
1080,100,Uncorrelated,fixed,1000,42,15,0.150000,3,0.997000,19,13
1081,100,Uncorrelated,fixed,1000,42,14,0.140000,22,0.978000,41,12
1082,100,Uncorrelated,fixed,1000,42,15,0.150000,5,0.995000,15,13
1083,100,Uncorrelated,fixed,1000,42,8,0.080000,49,0.951000,24,7
1084,100,Uncorrelated,fixed,1000,42,10,0.100000,15,0.985000,25,9
1085,100,Uncorrelated,fixed,1000,42,12,0.120000,90,0.910000,11,12
1086,100,Uncorrelated,fixed,1000,42,11,0.110000,63,0.937000,10,11
1087,100,Uncorrelated,fixed,1000,42,10,0.100000,9,0.991000,9,10
1088,100,Uncorrelated,fixed,1000,42,12,0.120000,35,0.965000,11,12
1089,100,Uncorrelated,fixed,1000,42,15,0.150000,12,0.988000,92,13
1090,100,Uncorrelated,fixed,1000,42,9,0.090000,59,0.941000,8,9
1091,100,Uncorrelated,fixed,1000,42,10,0.100000,28,0.972000,10,9
1092,100,Uncorrelated,fixed,1000,42,9,0.090000,106,0.894000,83,8
1093,100,Uncorrelated,fixed,1000,42,11,0.110000,10,0.990000,10,11
1094,100,Uncorrelated,fixed,1000,42,15,0.150000,36,0.964000,25,14
1095,100,Uncorrelated,fixed,1000,42,13,0.130000,19,0.981000,12,13
1096,100,Uncorrelated,fixed,1000,42,15,0.150000,6,0.994000,73,13
1097,100,Uncorrelated,fixed,1000,42,12,0.120000,15,0.985000,11,12
1098,100,Uncorrelated,fixed,1000,42,12,0.120000,48,0.952000,11,12
1099,100,Uncorrelated,fixed,1000,42,12,0.120000,10,0.990000,28,11
1100,100,WeaklyCorrelated,fixed,1000,42,9,0.090000,2,0.998000,98,7
1101,100,WeaklyCorrelated,fixed,1000,42,12,0.120000,19,0.981000,98,10
1102,100,WeaklyCorrelated,fixed,1000,42,14,0.140000,135,0.865000,99,11
1103,100,WeaklyCorrelated,fixed,1000,42,8,0.080000,16,0.984000,9,7
1104,100,WeaklyCorrelated,fixed,1000,42,9,0.090000,26,0.974000,97,8
1105,100,WeaklyCorrelated,fixed,1000,42,10,0.100000,6,0.994000,98,6
1106,100,WeaklyCorrelated,fixed,1000,42,9,0.090000,8,0.992000,98,8
1107,100,WeaklyCorrelated,fixed,1000,42,11,0.110000,6,0.994000,14,10
1108,100,WeaklyCorrelated,fixed,1000,42,10,0.100000,26,0.974000,99,7
1109,100,WeaklyCorrelated,fixed,1000,42,12,0.120000,6,0.994000,97,9
1110,100,WeaklyCorrelated,fixed,1000,42,13,0.130000,38,0.962000,97,10
1111,100,WeaklyCorrelated,fixed,1000,42,6,0.060000,1,0.999000,94,5
1112,100,WeaklyCorrelated,fixed,1000,42,7,0.070000,37,0.963000,12,6
1113,100,WeaklyCorrelated,fixed,1000,42,8,0.080000,37,0.963000,98,7
1114,100,WeaklyCorrelated,fixed,1000,42,10,0.100000,5,0.995000,80,7
1115,100,WeaklyCorrelated,fixed,1000,42,10,0.100000,0,1.000000,97,9
1116,100,WeaklyCorrelated,fixed,1000,42,9,0.090000,35,0.965000,92,8
1117,100,WeaklyCorrelated,fixed,1000,42,12,0.120000,8,0.992000,11,12
1118,100,WeaklyCorrelated,fixed,1000,42,14,0.140000,16,0.984000,98,11
1119,100,WeaklyCorrelated,fixed,1000,42,9,0.090000,10,0.990000,95,7
1120,100,WeaklyCorrelated,fixed,1000,42,13,0.130000,15,0.985000,99,10
1121,100,WeaklyCorrelated,fixed,1000,42,7,0.070000,1,0.999000,94,5
1122,100,WeaklyCorrelated,fixed,1000,42,7,0.070000,3,0.997000,95,5
1123,100,WeaklyCorrelated,fixed,1000,42,9,0.090000,35,0.965000,72,7
1124,100,WeaklyCorrelated,fixed,1000,42,9,0.090000,36,0.964000,8,9
1125,100,WeaklyCorrelated,fixed,1000,42,8,0.080000,3,0.997000,96,6
1126,100,WeaklyCorrelated,fixed,1000,42,14,0.140000,6,0.994000,96,12
1127,100,WeaklyCorrelated,fixed,1000,42,13,0.130000,21,0.979000,97,10
1128,100,WeaklyCorrelated,fixed,1000,42,10,0.100000,4,0.996000,94,8
1129,100,WeaklyCorrelated,fixed,1000,42,12,0.120000,16,0.984000,36,10
1130,100,WeaklyCorrelated,fixed,1000,42,10,0.100000,4,0.996000,96,7
1131,100,WeaklyCorrelated,fixed,1000,42,6,0.060000,15,0.985000,9,5
1132,100,WeaklyCorrelated,fixed,1000,42,6,0.060000,33,0.967000,5,6
1133,100,WeaklyCorrelated,fixed,1000,42,10,0.100000,10,0.990000,98,8
1134,100,WeaklyCorrelated,fixed,1000,42,8,0.080000,10,0.990000,99,5
1135,100,WeaklyCorrelated,fixed,1000,42,10,0.100000,9,0.991000,10,9
1136,100,WeaklyCorrelated,fixed,1000,42,10,0.100000,5,0.995000,97,8
1137,100,WeaklyCorrelated,fixed,1000,42,12,0.120000,37,0.963000,95,8
1138,100,WeaklyCorrelated,fixed,1000,42,9,0.090000,0,1.000000,99,5
1139,100,WeaklyCorrelated,fixed,1000,42,12,0.120000,1,0.999000,12,10
1140,100,WeaklyCorrelated,fixed,1000,42,9,0.090000,4,0.996000,83,8
1141,100,WeaklyCorrelated,fixed,1000,42,9,0.090000,10,0.990000,98,7
1142,100,WeaklyCorrelated,fixed,1000,42,9,0.090000,6,0.994000,14,8
1143,100,WeaklyCorrelated,fixed,1000,42,12,0.120000,4,0.996000,97,10
1144,100,WeaklyCorrelated,fixed,1000,42,9,0.090000,6,0.994000,8,9
1145,100,WeaklyCorrelated,fixed,1000,42,7,0.070000,29,0.971000,63,6
1146,100,WeaklyCorrelated,fixed,1000,42,15,0.150000,20,0.980000,99,12
1147,100,WeaklyCorrelated,fixed,1000,42,9,0.090000,1,0.999000,12,8
1148,100,WeaklyCorrelated,fixed,1000,42,10,0.100000,25,0.975000,99,7
1149,100,WeaklyCorrelated,fixed,1000,42,10,0.100000,12,0.988000,99,8
1150,100,WeaklyCorrelated,fixed,1000,42,8,0.080000,10,0.990000,98,7
1151,100,WeaklyCorrelated,fixed,1000,42,12,0.120000,34,0.966000,99,11
1152,100,WeaklyCorrelated,fixed,1000,42,13,0.130000,1,0.999000,95,8
1153,100,WeaklyCorrelated,fixed,1000,42,7,0.070000,26,0.974000,98,5
1154,100,WeaklyCorrelated,fixed,1000,42,14,0.140000,10,0.990000,98,10
1155,100,WeaklyCorrelated,fixed,1000,42,13,0.130000,1,0.999000,98,10
1156,100,WeaklyCorrelated,fixed,1000,42,13,0.130000,1,0.999000,98,10
1157,100,WeaklyCorrelated,fixed,1000,42,8,0.080000,2,0.998000,8,7
1158,100,WeaklyCorrelated,fixed,1000,42,10,0.100000,7,0.993000,98,9
1159,100,WeaklyCorrelated,fixed,1000,42,9,0.090000,9,0.991000,76,8
1160,100,WeaklyCorrelated,fixed,1000,42,10,0.100000,1,0.999000,12,9
1161,100,WeaklyCorrelated,fixed,1000,42,9,0.090000,4,0.996000,95,7
1162,100,WeaklyCorrelated,fixed,1000,42,10,0.100000,7,0.993000,50,8
1163,100,WeaklyCorrelated,fixed,1000,42,11,0.110000,2,0.998000,96,8
1164,100,WeaklyCorrelated,fixed,1000,42,10,0.100000,27,0.973000,77,9
1165,100,WeaklyCorrelated,fixed,1000,42,9,0.090000,8,0.992000,97,7
1166,100,WeaklyCorrelated,fixed,1000,42,12,0.120000,17,0.983000,98,9
1167,100,WeaklyCorrelated,fixed,1000,42,10,0.100000,8,0.992000,96,8
1168,100,WeaklyCorrelated,fixed,1000,42,13,0.130000,1,0.999000,97,11
1169,100,WeaklyCorrelated,fixed,1000,42,11,0.110000,7,0.993000,13,10
1170,100,WeaklyCorrelated,fixed,1000,42,12,0.120000,6,0.994000,82,10
1171,100,WeaklyCorrelated,fixed,1000,42,11,0.110000,0,1.000000,91,10
1172,100,WeaklyCorrelated,fixed,1000,42,9,0.090000,2,0.998000,96,7
1173,100,WeaklyCorrelated,fixed,1000,42,12,0.120000,6,0.994000,80,11
1174,100,WeaklyCorrelated,fixed,1000,42,10,0.100000,15,0.985000,10,9
1175,100,WeaklyCorrelated,fixed,1000,42,8,0.080000,7,0.993000,96,4
1176,100,WeaklyCorrelated,fixed,1000,42,9,0.090000,11,0.989000,98,6
1177,100,WeaklyCorrelated,fixed,1000,42,10,0.100000,15,0.985000,98,7
1178,100,WeaklyCorrelated,fixed,1000,42,9,0.090000,19,0.981000,95,6
1179,100,WeaklyCorrelated,fixed,1000,42,10,0.100000,7,0.993000,96,7
1180,100,WeaklyCorrelated,fixed,1000,42,11,0.110000,6,0.994000,97,9
1181,100,WeaklyCorrelated,fixed,1000,42,11,0.110000,20,0.980000,97,8
1182,100,WeaklyCorrelated,fixed,1000,42,13,0.130000,19,0.981000,98,10
1183,100,WeaklyCorrelated,fixed,1000,42,7,0.070000,11,0.989000,8,6
1184,100,WeaklyCorrelated,fixed,1000,42,12,0.120000,21,0.979000,98,9
1185,100,WeaklyCorrelated,fixed,1000,42,12,0.120000,43,0.957000,98,10
1186,100,WeaklyCorrelated,fixed,1000,42,10,0.100000,22,0.978000,99,8
1187,100,WeaklyCorrelated,fixed,1000,42,12,0.120000,15,0.985000,98,8
1188,100,WeaklyCorrelated,fixed,1000,42,11,0.110000,5,0.995000,98,8
1189,100,WeaklyCorrelated,fixed,1000,42,12,0.120000,25,0.975000,99,9
1190,100,WeaklyCorrelated,fixed,1000,42,8,0.080000,2,0.998000,96,7
1191,100,WeaklyCorrelated,fixed,1000,42,8,0.080000,6,0.994000,95,6
1192,100,WeaklyCorrelated,fixed,1000,42,10,0.100000,3,0.997000,98,7
1193,100,WeaklyCorrelated,fixed,1000,42,11,0.110000,12,0.988000,99,8
1194,100,WeaklyCorrelated,fixed,1000,42,12,0.120000,9,0.991000,97,9
1195,100,WeaklyCorrelated,fixed,1000,42,10,0.100000,1,0.999000,95,8
1196,100,WeaklyCorrelated,fixed,1000,42,9,0.090000,10,0.990000,16,7
1197,100,WeaklyCorrelated,fixed,1000,42,5,0.050000,104,0.896000,6,4
1198,100,WeaklyCorrelated,fixed,1000,42,11,0.110000,10,0.990000,11,10
1199,100,WeaklyCorrelated,fixed,1000,42,15,0.150000,1,0.999000,98,11
1200,100,StronglyCorrelated,fixed,1000,42,12,0.120000,19,0.981000,11,12
1201,100,StronglyCorrelated,fixed,1000,42,13,0.130000,26,0.974000,15,11
1202,100,StronglyCorrelated,fixed,1000,42,11,0.110000,35,0.965000,13,10
1203,100,StronglyCorrelated,fixed,1000,42,13,0.130000,8,0.992000,13,12
1204,100,StronglyCorrelated,fixed,1000,42,12,0.120000,9,0.991000,14,11
1205,100,StronglyCorrelated,fixed,1000,42,12,0.120000,22,0.978000,11,12
1206,100,StronglyCorrelated,fixed,1000,42,12,0.120000,15,0.985000,15,10
1207,100,StronglyCorrelated,fixed,1000,42,16,0.160000,16,0.984000,20,15
1208,100,StronglyCorrelated,fixed,1000,42,11,0.110000,74,0.926000,10,11
1209,100,StronglyCorrelated,fixed,1000,42,12,0.120000,39,0.961000,15,11
1210,100,StronglyCorrelated,fixed,1000,42,14,0.140000,3,0.997000,13,14
1211,100,StronglyCorrelated,fixed,1000,42,11,0.110000,1,0.999000,10,11
1212,100,StronglyCorrelated,fixed,1000,42,14,0.140000,30,0.970000,13,14
1213,100,StronglyCorrelated,fixed,1000,42,13,0.130000,28,0.972000,13,12
1214,100,StronglyCorrelated,fixed,1000,42,18,0.180000,5,0.995000,24,17
1215,100,StronglyCorrelated,fixed,1000,42,13,0.130000,29,0.971000,18,12
1216,100,StronglyCorrelated,fixed,1000,42,14,0.140000,61,0.939000,13,14
1217,100,StronglyCorrelated,fixed,1000,42,15,0.150000,28,0.972000,44,14
1218,100,StronglyCorrelated,fixed,1000,42,14,0.140000,77,0.923000,13,14
1219,100,StronglyCorrelated,fixed,1000,42,11,0.110000,32,0.968000,16,10
1220,100,StronglyCorrelated,fixed,1000,42,14,0.140000,11,0.989000,13,14
1221,100,StronglyCorrelated,fixed,1000,42,11,0.110000,2,0.998000,10,11
1222,100,StronglyCorrelated,fixed,1000,42,12,0.120000,57,0.943000,12,11
1223,100,StronglyCorrelated,fixed,1000,42,14,0.140000,21,0.979000,23,13
1224,100,StronglyCorrelated,fixed,1000,42,10,0.100000,42,0.958000,18,8
1225,100,StronglyCorrelated,fixed,1000,42,13,0.130000,40,0.960000,46,11
1226,100,StronglyCorrelated,fixed,1000,42,11,0.110000,4,0.996000,12,10
1227,100,StronglyCorrelated,fixed,1000,42,8,0.080000,60,0.940000,7,8
1228,100,StronglyCorrelated,fixed,1000,42,11,0.110000,91,0.909000,20,10
1229,100,StronglyCorrelated,fixed,1000,42,13,0.130000,13,0.987000,12,13
1230,100,StronglyCorrelated,fixed,1000,42,13,0.130000,14,0.986000,12,13
1231,100,StronglyCorrelated,fixed,1000,42,14,0.140000,0,1.000000,13,14
1232,100,StronglyCorrelated,fixed,1000,42,12,0.120000,9,0.991000,11,12
1233,100,StronglyCorrelated,fixed,1000,42,15,0.150000,21,0.979000,16,14
1234,100,StronglyCorrelated,fixed,1000,42,13,0.130000,18,0.982000,23,12
