instance_id,n,family,capacity_mode,capacity,seed,capacity_density,cells_allocated,total_evaluations,include_count,exclude_count,tie_count,include_ratio,nonzero_value_states,zero_value_states,fill_rate,optimal_value,mean_cell_value,cell_value_variance,sum_improvement_amount,mean_improvement_amount,updates_per_cell
1206,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,51277,12378,37476,1423,0.241395,1000,1,0.999001,1075,550.6693,93916.6949,551220,44.5322,12.365634
1207,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,52172,13854,37221,1097,0.265545,998,3,0.997003,1101,569.8122,99512.3563,570382,41.1709,13.840160
1208,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,47604,10996,35655,953,0.230989,998,3,0.997003,1076,544.8002,96246.9531,545345,49.5949,10.985015
1209,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,53411,12461,40099,851,0.233304,993,8,0.992008,1088,556.5924,96617.3204,557149,44.7114,12.448551
1210,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,55079,15696,38041,1342,0.284972,996,5,0.995005,1086,552.2627,97608.3076,552815,35.2201,15.680320
1211,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,51219,11576,38627,1016,0.226010,998,3,0.997003,1088,548.0739,99098.9875,548622,47.3931,11.564436
1212,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,48833,12820,35147,866,0.262527,997,4,0.996004,1096,565.2358,97106.8595,565801,44.1342,12.807193
1213,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,49684,13733,34254,1697,0.276407,997,4,0.996004,1075,544.8402,96099.2132,545385,39.7135,13.719281
1214,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,59661,18030,40071,1560,0.302207,995,6,0.994006,1118,580.3267,100653.7784,580907,32.2189,18.011988
1215,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,52927,12314,39388,1225,0.232660,989,12,0.988012,1079,551.3976,95380.3274,551949,44.8229,12.301698
1216,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,49351,15194,32875,1282,0.307876,994,7,0.993007,1096,568.1988,95743.6858,568767,37.4337,15.178821
1217,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,49232,12044,35872,1316,0.244638,990,11,0.989011,1073,547.1139,94919.9211,547661,45.4717,12.031968
1218,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,51383,12207,37866,1310,0.237569,993,8,0.992008,1077,550.0490,95575.1634,550599,45.1052,12.194805
1219,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,47765,9504,37360,901,0.198974,992,9,0.991009,1068,543.9041,93300.6861,544448,57.2862,9.494505
1220,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,54469,13860,39110,1499,0.254457,990,11,0.989011,1105,568.3856,98781.9992,568954,41.0501,13.846154
1221,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,53872,12363,40135,1374,0.229488,982,19,0.981019,1075,544.3506,95873.1508,544895,44.0747,12.350649
1222,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,51200,12229,38118,853,0.238848,997,4,0.996004,1090,559.0500,96117.3362,559609,45.7608,12.216783
1223,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,51013,14807,34600,1606,0.290259,992,9,0.991009,1085,553.2048,96151.1339,553758,37.3984,14.792208
1224,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,44591,8714,34670,1207,0.195421,976,25,0.975025,1055,530.0979,94143.0254,530628,60.8937,8.705295
1225,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,48814,11788,35973,1053,0.241488,980,21,0.979021,1072,541.8781,96442.6745,542420,46.0146,11.776224
1226,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,48395,10953,36570,872,0.226325,1000,1,0.999001,1072,548.6533,93459.8728,549202,50.1417,10.942058
1227,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,42275,8783,32641,851,0.207759,994,7,0.993007,1047,527.9021,91973.2252,528430,60.1651,8.774226
1228,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,53503,11071,41058,1374,0.206923,989,12,0.988012,1079,543.7203,97502.9707,544264,49.1612,11.059940
1229,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,52292,13532,37560,1200,0.258778,1000,1,0.999001,1092,560.8432,95334.4240,561404,41.4871,13.518482
1230,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,47403,12424,33668,1311,0.262093,998,3,0.997003,1078,551.0270,94860.6117,551578,44.3962,12.411588
1231,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,50327,14184,35122,1021,0.281837,997,4,0.996004,1103,564.7782,98053.0557,565343,39.8578,14.169830
1232,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,49983,11995,36608,1380,0.239982,993,8,0.992008,1072,542.3776,95017.9993,542920,45.2622,11.983017
1233,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,49453,13857,34392,1204,0.280205,997,4,0.996004,1092,562.9471,97116.4577,563510,40.6661,13.843157
1234,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,46549,11740,33787,1022,0.252207,994,7,0.993007,1080,553.1189,94451.5433,553672,47.1612,11.728272
1235,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,51401,11381,38781,1239,0.221416,983,18,0.982018,1103,559.5854,100854.9760,560145,49.2176,11.369630
1236,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,47127,12725,33507,895,0.270015,988,13,0.987013,1092,557.4336,98110.4554,557991,43.8500,12.712288
1237,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,48214,13608,33384,1222,0.282242,993,8,0.992008,1088,563.7962,95085.9525,564360,41.4727,13.594406
1238,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,45162,9082,34986,1094,0.201098,990,11,0.989011,1054,533.5594,92310.4463,534093,58.8079,9.072927
1239,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,50707,11860,37402,1445,0.233893,996,5,0.995005,1074,550.3546,93387.0940,550905,46.4507,11.848152
1240,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,53540,12828,39213,1499,0.239597,1000,1,0.999001,1082,553.8531,95461.3421,554407,43.2185,12.815185
1241,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,46949,11083,35007,859,0.236065,984,17,0.983017,1087,551.8452,98497.7532,552397,49.8418,11.071928
1242,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,52301,11238,39655,1408,0.214872,1000,1,0.999001,1076,549.0000,94113.6663,549549,48.9010,11.226773
1243,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,49514,12462,35693,1359,0.251686,979,22,0.978022,1084,546.4206,98491.5224,546967,43.8908,12.449550
1244,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,51728,15592,34865,1271,0.301423,991,10,0.990010,1106,566.0260,100214.8445,566592,36.3386,15.576424
1245,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,50980,14990,34732,1258,0.294037,996,5,0.995005,1093,561.4745,97764.4132,562036,37.4941,14.975025
1246,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,53255,13224,39016,1015,0.248315,972,29,0.971029,1097,557.5794,100616.4855,558137,42.2064,13.210789
1247,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,46260,9347,35677,1236,0.202054,961,40,0.960040,1072,544.6593,97078.8480,545204,58.3293,9.337662
1248,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,49629,13235,34681,1713,0.266679,995,6,0.994006,1077,548.9491,94398.0284,549498,41.5185,13.221778
1249,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,43712,11899,30806,1007,0.272214,999,2,0.998002,1075,549.6094,94395.9583,550159,46.2357,11.887113
1250,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,51732,11112,39010,1610,0.214799,992,9,0.991009,1064,536.9261,94462.0465,537463,48.3678,11.100899
1251,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,51911,13143,36971,1797,0.253183,980,21,0.979021,1081,545.1379,97764.4285,545683,41.5189,13.129870
1252,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,49913,12413,35829,1671,0.248693,980,21,0.979021,1065,537.7792,94350.2120,538317,43.3672,12.400599
1253,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,51677,15999,34784,894,0.309596,998,3,0.997003,1098,566.6184,97717.2170,567185,35.4513,15.983017
1254,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,48956,12669,34802,1485,0.258783,998,3,0.997003,1085,553.9890,97285.3895,554543,43.7716,12.656344
1255,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,49601,12308,36115,1178,0.248140,997,4,0.996004,1080,552.9740,94344.3390,553527,44.9729,12.295704
1256,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,48445,12368,34768,1309,0.255300,1000,1,0.999001,1085,555.5135,94850.5455,556069,44.9603,12.355644
1257,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,48693,11668,36259,766,0.239624,995,6,0.994006,1082,553.9650,95442.9988,554519,47.5248,11.656344
1258,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,50677,11388,38050,1239,0.224717,978,23,0.977023,1073,546.1918,95319.3838,546738,48.0100,11.376623
1259,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,47952,14457,32381,1114,0.301489,995,6,0.994006,1112,576.2288,100572.7539,576805,39.8980,14.442557
1260,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,45523,11709,32516,1298,0.257211,994,7,0.993007,1072,544.5115,94166.3258,545056,46.5502,11.697303
1261,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,50878,10263,39674,941,0.201718,993,8,0.992008,1075,545.1059,96426.9179,545651,53.1668,10.252747
1262,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,50135,12720,36144,1271,0.253715,1000,1,0.999001,1077,545.4296,96053.1601,545975,42.9226,12.707293
1263,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,48373,11179,36085,1109,0.231100,982,19,0.981019,1075,542.9950,97244.2807,543538,48.6213,11.167832
1264,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,49748,10471,38182,1095,0.210481,997,4,0.996004,1069,542.1379,95003.6693,542680,51.8270,10.460539
1265,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,47832,10524,35494,1814,0.220020,995,6,0.994006,1082,549.2158,96790.6368,549765,52.2392,10.513487
1266,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,52945,10941,40723,1281,0.206648,996,5,0.995005,1078,548.5874,95881.1614,549136,50.1907,10.930070
1267,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,55406,12906,41540,960,0.232935,1000,1,0.999001,1086,555.4386,96511.7267,555994,43.0803,12.893107
1268,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,47819,12573,33919,1327,0.262929,1000,1,0.999001,1096,570.8941,93793.9308,571465,45.4518,12.560440
1269,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,45884,11862,33000,1022,0.258521,994,7,0.993007,1076,549.8841,94215.0135,550434,46.4031,11.850150
1270,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,55599,12201,41905,1493,0.219446,987,14,0.986014,1083,549.5784,98317.0730,550128,45.0888,12.188811
1271,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,51168,12686,37215,1267,0.247928,993,8,0.992008,1088,554.7892,97238.5879,555344,43.7761,12.673327
1272,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,50314,14066,35167,1081,0.279564,997,4,0.996004,1102,568.9780,97269.3362,569547,40.4910,14.051948
1273,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,51031,11700,37180,2151,0.229272,987,14,0.986014,1062,537.0380,93740.4101,537575,45.9466,11.688312
1274,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,52319,15280,35473,1566,0.292055,998,3,0.997003,1097,567.1359,97204.1054,567703,37.1533,15.264735
1275,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,52767,10975,40084,1708,0.207990,996,5,0.995005,1066,539.5465,94451.5485,540086,49.2106,10.964036
1276,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,52758,15621,36196,941,0.296088,1000,1,0.999001,1121,583.3526,99945.6189,583936,37.3815,15.605395
1277,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,48412,12084,34761,1567,0.249608,999,2,0.998002,1074,550.8342,92851.8986,551385,45.6293,12.071928
1278,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,52680,13272,38253,1155,0.251936,988,13,0.987013,1089,555.7443,97934.1024,556300,41.9153,13.258741
1279,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,52929,12221,39523,1185,0.230894,987,14,0.986014,1098,557.9930,99556.2807,558551,45.7042,12.208791
1280,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,47320,10917,35062,1341,0.230706,978,23,0.977023,1083,550.5375,97973.5793,551088,50.4798,10.906094
1281,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,47912,11559,35452,901,0.241255,1000,1,0.999001,1090,555.3826,97609.0954,555938,48.0957,11.547453
1282,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,54224,15045,37566,1613,0.277460,992,9,0.991009,1104,570.9620,98650.7678,571533,37.9882,15.029970
1283,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,47061,9645,36178,1238,0.204947,994,7,0.993007,1057,536.4276,92112.5524,536964,55.6728,9.635365
1284,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,50868,12875,37045,948,0.253106,992,9,0.991009,1082,556.4076,94940.7589,556964,43.2593,12.862138
1285,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,53657,14515,38077,1065,0.270515,994,7,0.993007,1094,566.1678,94997.8320,566734,39.0447,14.500500
1286,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,46173,10990,33493,1690,0.238018,993,8,0.992008,1064,541.8002,93386.6774,542342,49.3487,10.979021
1287,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,45596,8648,36071,877,0.189666,981,20,0.980020,1062,535.6024,94060.5512,536138,61.9956,8.639361
1288,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,46043,10836,34016,1191,0.235345,972,29,0.971029,1079,546.1219,97022.3568,546668,50.4492,10.825175
1289,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,49870,14166,34123,1581,0.284059,989,12,0.988012,1108,570.6803,99319.9098,571251,40.3255,14.151848
1290,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,48475,8991,38710,774,0.185477,978,23,0.977023,1064,535.9441,94536.2127,536480,59.6686,8.982018
1291,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,48664,11934,35514,1216,0.245233,999,2,0.998002,1072,542.3636,94331.0206,542906,45.4924,11.922078
1292,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,47139,9857,35440,1842,0.209105,957,44,0.956044,1051,522.8891,93625.2035,523412,53.1005,9.847153
1293,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,54719,12612,41248,859,0.230487,999,2,0.998002,1101,566.3596,98286.9556,566926,44.9513,12.599401
1294,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,47497,10053,36266,1178,0.211655,971,30,0.970030,1064,538.0440,94562.5375,538582,53.5743,10.042957
1295,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,53719,12707,39686,1326,0.236546,994,7,0.993007,1096,565.3347,97077.3036,565900,44.5345,12.694306
1296,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,52222,15396,35427,1399,0.294818,999,2,0.998002,1105,574.0340,96904.5543,574608,37.3219,15.380619
1297,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,55158,12588,40973,1597,0.228217,989,12,0.988012,1088,553.5534,97417.6218,554107,44.0187,12.575425
1298,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,49514,13013,35570,931,0.262815,996,5,0.995005,1097,566.0629,96807.4356,566629,43.5433,13.000000
1299,100,StronglyCorrelated,fixed,1000,42,10.0000,1001,52233,12342,38436,1455,0.236287,991,10,0.990010,1088,556.1409,97517.5975,556697,45.1059,12.329670
1300,100,InverseCorrelated,fixed,1000,42,10.0000,1001,51399,13512,37838,49,0.262884,993,8,0.992008,11102,7467.1588,7785283.5482,7474626,553.1843,13.498501
1301,100,InverseCorrelated,fixed,1000,42,10.0000,1001,48331,14718,33544,69,0.304525,986,15,0.985015,14077,9173.0140,13147733.3105,9182187,623.8746,14.703297
1302,100,InverseCorrelated,fixed,1000,42,10.0000,1001,48112,12068,36044,0,0.250831,990,11,0.989011,10138,6973.9650,6194136.7111,6980939,578.4669,12.055944
1303,100,InverseCorrelated,fixed,1000,42,10.0000,1001,53870,17563,36188,119,0.326026,998,3,0.997003,15127,10806.5554,12764269.6615,10817362,615.9177,17.545455
1304,100,InverseCorrelated,fixed,1000,42,10.0000,1001,49750,15127,34413,210,0.304060,977,24,0.976024,12061,7153.0150,11009850.9199,7160168,473.3369,15.111888
1305,100,InverseCorrelated,fixed,1000,42,10.0000,1001,49110,14516,34493,101,0.295581,995,6,0.994006,12078,7590.5964,9538545.2937,7598187,523.4353,14.501499
1306,100,InverseCorrelated,fixed,1000,42,10.0000,1001,44620,10246,34352,22,0.229628,979,22,0.978022,10076,6902.9720,6391769.2080,6909875,674.3973,10.235764
1307,100,InverseCorrelated,fixed,1000,42,10.0000,1001,51513,15766,35747,0,0.306059,993,8,0.992008,12052,7427.3606,9016096.9099,7434788,471.5710,15.750250
1308,100,InverseCorrelated,fixed,1000,42,10.0000,1001,52294,17069,35118,107,0.326405,988,13,0.987013,15106,9670.6823,17076738.5744,9680353,567.1306,17.051948
1309,100,InverseCorrelated,fixed,1000,42,10.0000,1001,51380,12250,39128,2,0.238420,999,2,0.998002,11014,7041.0719,5747296.2506,7048113,575.3562,12.237762
1310,100,InverseCorrelated,fixed,1000,42,10.0000,1001,55603,14345,41106,152,0.257990,998,3,0.997003,13156,9042.4046,10267103.5836,9051447,630.9827,14.330669
1311,100,InverseCorrelated,fixed,1000,42,10.0000,1001,55476,14731,40745,0,0.265538,997,4,0.996004,12054,7834.0130,7965719.3775,7841847,532.3364,14.716284
1312,100,InverseCorrelated,fixed,1000,42,10.0000,1001,47335,12268,35067,0,0.259174,987,14,0.986014,8137,5021.4126,5067499.9926,5026434,409.7191,12.255744
1313,100,InverseCorrelated,fixed,1000,42,10.0000,1001,51212,11691,39521,0,0.228286,1000,1,0.999001,10011,6003.2737,5859780.7522,6009277,514.0088,11.679321
1314,100,InverseCorrelated,fixed,1000,42,10.0000,1001,51158,15568,35590,0,0.304312,999,2,0.998002,14102,9528.7173,11385328.3466,9538246,612.6828,15.552448
1315,100,InverseCorrelated,fixed,1000,42,10.0000,1001,53923,15743,38087,93,0.291953,998,3,0.997003,13033,8780.2777,6770025.7810,8789058,558.2836,15.727273
1316,100,InverseCorrelated,fixed,1000,42,10.0000,1001,49707,12993,36211,503,0.261392,983,18,0.982018,12058,7279.2737,10129053.7293,7286553,560.8060,12.980020
1317,100,InverseCorrelated,fixed,1000,42,10.0000,1001,49081,14181,34900,0,0.288931,994,7,0.993007,13037,8766.6823,8137531.1858,8775449,618.8174,14.166833
1318,100,InverseCorrelated,fixed,1000,42,10.0000,1001,51179,13808,37371,0,0.269798,991,10,0.990010,11113,7843.5325,7302786.6965,7851376,568.6107,13.794206
1319,100,InverseCorrelated,fixed,1000,42,10.0000,1001,46929,12928,34001,0,0.275480,966,35,0.965035,9113,5394.1758,6616619.3337,5399570,417.6648,12.915085
1320,100,InverseCorrelated,fixed,1000,42,10.0000,1001,53699,14319,39336,44,0.266653,994,7,0.993007,12113,8254.7263,9968978.0050,8262981,577.0641,14.304695
1321,100,InverseCorrelated,fixed,1000,42,10.0000,1001,51698,15577,35737,384,0.301308,995,6,0.994006,14052,8925.1229,13043064.2177,8934048,573.5410,15.561439
1322,100,InverseCorrelated,fixed,1000,42,10.0000,1001,51774,13857,37838,79,0.267644,989,12,0.988012,12100,7426.3516,10725385.2510,7433778,536.4637,13.843157
1323,100,InverseCorrelated,fixed,1000,42,10.0000,1001,46833,15182,31603,48,0.324173,984,17,0.983017,13149,8821.6434,13376466.4352,8830465,581.6404,15.166833
1324,100,InverseCorrelated,fixed,1000,42,10.0000,1001,51376,13619,37757,0,0.265085,992,9,0.991009,12103,7917.9950,9676879.0799,7925913,581.9747,13.605395
1325,100,InverseCorrelated,fixed,1000,42,10.0000,1001,44658,11333,32970,355,0.253773,997,4,0.996004,9150,6403.4565,4423405.7007,6409860,565.5925,11.321678
1326,100,InverseCorrelated,fixed,1000,42,10.0000,1001,51676,15951,35582,143,0.308673,989,12,0.988012,13078,8900.5255,11032445.3802,8909426,558.5497,15.935065
1327,100,InverseCorrelated,fixed,1000,42,10.0000,1001,50468,13659,36720,89,0.270647,985,16,0.984016,11093,7278.2537,7721479.2863,7285532,533.3869,13.645355
1328,100,InverseCorrelated,fixed,1000,42,10.0000,1001,53136,14917,38219,0,0.280732,988,13,0.987013,11104,7618.0569,6859309.1007,7625675,511.2070,14.902098
1329,100,InverseCorrelated,fixed,1000,42,10.0000,1001,48502,13094,35408,0,0.269968,998,3,0.997003,12031,8031.2138,7647560.7095,8039245,613.9640,13.080919
1330,100,InverseCorrelated,fixed,1000,42,10.0000,1001,47718,14779,32808,131,0.309715,995,6,0.994006,11065,7006.4885,7493209.6305,7013495,474.5582,14.764236
1331,100,InverseCorrelated,fixed,1000,42,10.0000,1001,52017,13765,38217,35,0.264625,1000,1,0.999001,13020,8382.9321,10724309.0044,8391315,609.6124,13.751249
1332,100,InverseCorrelated,fixed,1000,42,10.0000,1001,48987,13544,35156,287,0.276482,997,4,0.996004,10153,7054.8142,5817068.5509,7061869,521.4020,13.530470
1333,100,InverseCorrelated,fixed,1000,42,10.0000,1001,50144,15248,34896,0,0.304084,989,12,0.988012,13083,8823.1768,10402483.1905,8832000,579.2235,15.232767
1334,100,InverseCorrelated,fixed,1000,42,10.0000,1001,47432,14084,33273,75,0.296930,991,10,0.990010,12102,8494.7023,7349957.5677,8503197,603.7487,14.069930
1335,100,InverseCorrelated,fixed,1000,42,10.0000,1001,53003,16435,36272,296,0.310077,992,9,0.991009,14130,9638.8541,12559707.1496,9648493,587.0699,16.418581
1336,100,InverseCorrelated,fixed,1000,42,10.0000,1001,57843,13040,44386,417,0.225438,998,3,0.997003,10088,6747.7962,6035294.9255,6754544,517.9865,13.026973
1337,100,InverseCorrelated,fixed,1000,42,10.0000,1001,51056,16612,34231,213,0.325368,999,2,0.998002,15060,9637.5634,14291504.5317,9647201,580.7369,16.595405
1338,100,InverseCorrelated,fixed,1000,42,10.0000,1001,45110,11477,33559,74,0.254423,981,20,0.980020,11021,6579.3347,8357861.4155,6585914,573.8358,11.465534
1339,100,InverseCorrelated,fixed,1000,42,10.0000,1001,51031,14966,36065,0,0.293273,973,28,0.972028,12094,7786.4376,11135322.6557,7794224,520.7954,14.951049
1340,100,InverseCorrelated,fixed,1000,42,10.0000,1001,57639,18017,39622,0,0.312583,994,7,0.993007,15117,10600.9441,13294914.3705,10611545,588.9740,17.999001
1341,100,InverseCorrelated,fixed,1000,42,10.0000,1001,48980,12212,36768,0,0.249326,994,7,0.993007,10101,6646.5215,6089103.3005,6653168,544.8058,12.199800
1342,100,InverseCorrelated,fixed,1000,42,10.0000,1001,48306,13419,34732,155,0.277792,998,3,0.997003,12078,7869.1069,8783816.6249,7876976,587.0017,13.405594
1343,100,InverseCorrelated,fixed,1000,42,10.0000,1001,50465,16966,33451,48,0.336193,994,7,0.993007,15057,10093.0410,13463396.1751,10103134,595.4930,16.949051
1344,100,InverseCorrelated,fixed,1000,42,10.0000,1001,50475,13569,36891,15,0.268826,997,4,0.996004,12105,8669.7682,7291392.5597,8678438,639.5783,13.555445
1345,100,InverseCorrelated,fixed,1000,42,10.0000,1001,50663,14839,35824,0,0.292896,997,4,0.996004,13071,8301.7143,11237213.7346,8310016,560.0119,14.824176
1346,100,InverseCorrelated,fixed,1000,42,10.0000,1001,50255,14182,35950,123,0.282201,982,19,0.981019,12100,7934.1978,9941881.9868,7942132,560.0149,14.167832
1347,100,InverseCorrelated,fixed,1000,42,10.0000,1001,49237,12488,36749,0,0.253630,984,17,0.983017,11113,7319.5095,8763353.3468,7326829,586.7096,12.475524
1348,100,InverseCorrelated,fixed,1000,42,10.0000,1001,54788,19196,35592,0,0.350369,996,5,0.995005,15096,10239.5914,13762315.6842,10249831,533.9566,19.176823
1349,100,InverseCorrelated,fixed,1000,42,10.0000,1001,43423,8844,34579,0,0.203671,978,23,0.977023,8170,5480.4715,4474332.2971,5485952,620.3021,8.835165
1350,100,InverseCorrelated,fixed,1000,42,10.0000,1001,50388,13680,36708,0,0.271493,1000,1,0.999001,11151,7826.6733,6638840.2739,7834500,572.6974,13.666334
1351,100,InverseCorrelated,fixed,1000,42,10.0000,1001,48751,14057,34694,0,0.288343,982,19,0.981019,14043,8627.8412,14596185.7840,8636469,614.3892,14.042957
1352,100,InverseCorrelated,fixed,1000,42,10.0000,1001,51120,15491,35629,0,0.303032,995,6,0.994006,13089,9292.0440,9309186.1379,9301336,600.4348,15.475524
1353,100,InverseCorrelated,fixed,1000,42,10.0000,1001,52020,15836,36184,0,0.304421,996,5,0.995005,14087,9457.6583,11776065.7654,9467116,597.8224,15.820180
1354,100,InverseCorrelated,fixed,1000,42,10.0000,1001,53185,15310,37253,622,0.287863,995,6,0.994006,13100,8777.6943,10746896.2662,8786472,573.9041,15.294705
1355,100,InverseCorrelated,fixed,1000,42,10.0000,1001,46939,12843,34096,0,0.273610,986,15,0.985015,9131,5462.7113,6873576.1994,5468174,425.7708,12.830170
1356,100,InverseCorrelated,fixed,1000,42,10.0000,1001,50736,13537,37123,76,0.266813,989,12,0.988012,12080,7432.4525,10451873.5784,7439885,549.5963,13.523477
1357,100,InverseCorrelated,fixed,1000,42,10.0000,1001,48965,14799,34116,50,0.302236,996,5,0.995005,13040,8595.0649,9221448.9818,8603660,581.3677,14.784216
1358,100,InverseCorrelated,fixed,1000,42,10.0000,1001,48409,13580,34829,0,0.280526,992,9,0.991009,13014,8174.2148,10166929.8650,8182389,602.5323,13.566434
1359,100,InverseCorrelated,fixed,1000,42,10.0000,1001,47545,15687,31828,30,0.329940,998,3,0.997003,14064,9367.5834,11925250.6866,9376951,597.7530,15.671329
1360,100,InverseCorrelated,fixed,1000,42,10.0000,1001,48948,12418,36433,97,0.253698,989,12,0.988012,9157,5840.8791,6500924.0543,5846720,470.8262,12.405594
1361,100,InverseCorrelated,fixed,1000,42,10.0000,1001,47767,12075,35564,128,0.252790,981,20,0.980020,10025,5840.6573,6489184.5669,5846498,484.1820,12.062937
1362,100,InverseCorrelated,fixed,1000,42,10.0000,1001,55005,15403,39390,212,0.280029,996,5,0.995005,13019,8788.7263,8475314.0190,8797515,571.1559,15.387612
1363,100,InverseCorrelated,fixed,1000,42,10.0000,1001,48773,17065,31561,147,0.349886,993,8,0.992008,13031,7916.9570,11207345.7934,7924874,464.3934,17.047952
1364,100,InverseCorrelated,fixed,1000,42,10.0000,1001,43496,10770,32476,250,0.247609,991,10,0.990010,8050,5011.3526,4101123.9865,5016364,465.7720,10.759241
1365,100,InverseCorrelated,fixed,1000,42,10.0000,1001,46367,13878,32489,0,0.299308,980,21,0.979021,10107,6687.5085,6701676.7734,6694196,482.3603,13.864136
1366,100,InverseCorrelated,fixed,1000,42,10.0000,1001,49979,13239,36628,112,0.264891,982,19,0.981019,12085,7491.9790,10517124.7458,7499471,566.4681,13.225774
1367,100,InverseCorrelated,fixed,1000,42,10.0000,1001,53901,17833,36037,31,0.330847,1000,1,0.999001,16155,11946.0869,13828730.6648,11958033,670.5564,17.815185
