instance_id,n,family,capacity_mode,capacity,seed,capacity_density,cells_allocated,total_evaluations,include_count,exclude_count,tie_count,include_ratio,nonzero_value_states,zero_value_states,fill_rate,optimal_value,mean_cell_value,cell_value_variance,sum_improvement_amount,mean_improvement_amount,updates_per_cell
273,20,StronglyCorrelated,fixed,1000,42,50.0000,1001,9095,2340,6720,35,0.257284,760,241,0.759241,1006,466.0779,110865.4125,466544,199.3778,2.337662
274,20,StronglyCorrelated,fixed,1000,42,50.0000,1001,8996,4563,4280,153,0.507225,994,7,0.993007,1026,504.7762,93052.9309,505281,110.7344,4.558442
275,20,StronglyCorrelated,fixed,1000,42,50.0000,1001,7899,3751,4044,104,0.474870,975,26,0.974026,1032,504.2977,93621.6936,504802,134.5780,3.747253
276,20,StronglyCorrelated,fixed,1000,42,50.0000,1001,8802,4295,4455,52,0.487957,928,73,0.927073,1043,508.8182,92962.0908,509327,118.5860,4.290709
277,20,StronglyCorrelated,fixed,1000,42,50.0000,1001,10846,5412,5240,194,0.498986,974,27,0.973027,1040,521.7323,94106.3559,522254,96.4993,5.406593
278,20,StronglyCorrelated,fixed,1000,42,50.0000,1001,11621,5449,5976,196,0.468893,981,20,0.980020,1028,510.0000,92600.6214,510510,93.6888,5.443556
279,20,StronglyCorrelated,fixed,1000,42,50.0000,1001,11266,5020,6105,141,0.445588,967,34,0.966034,1037,514.6034,92420.4731,515118,102.6131,5.014985
280,20,StronglyCorrelated,fixed,1000,42,50.0000,1001,10219,3712,6353,154,0.363245,927,74,0.926074,1025,503.6234,94251.3976,504127,135.8101,3.708292
281,20,StronglyCorrelated,fixed,1000,42,50.0000,1001,10132,5368,4704,60,0.529807,988,13,0.987013,1038,522.1449,89285.4126,522667,97.3672,5.362637
282,20,StronglyCorrelated,fixed,1000,42,50.0000,1001,9413,3679,5611,123,0.390842,977,24,0.976024,1016,500.0549,93671.2827,500555,136.0574,3.675325
283,20,StronglyCorrelated,fixed,1000,42,50.0000,1001,9943,4699,4964,280,0.472594,954,47,0.953047,1038,517.9550,90742.7602,518473,110.3369,4.694306
284,20,StronglyCorrelated,fixed,1000,42,50.0000,1001,8691,3727,4797,167,0.428834,904,97,0.903097,1023,498.2897,93987.2447,498788,133.8310,3.723277
285,20,StronglyCorrelated,fixed,1000,42,50.0000,1001,10929,5319,5566,44,0.486687,942,59,0.941059,1037,514.3047,93604.7713,514819,96.7887,5.313686
286,20,StronglyCorrelated,fixed,1000,42,50.0000,1001,9745,5126,4445,174,0.526013,985,16,0.984016,1027,515.4955,88112.3818,516011,100.6654,5.120879
287,20,StronglyCorrelated,fixed,1000,42,50.0000,1001,10130,5625,4322,183,0.555281,955,46,0.954046,1039,523.7313,91372.3524,524255,93.2009,5.619381
288,20,StronglyCorrelated,fixed,1000,42,50.0000,1001,7664,2497,5108,59,0.325809,964,37,0.963037,1011,499.0010,90942.6284,499500,200.0400,2.494505
289,20,StronglyCorrelated,fixed,1000,42,50.0000,1001,7624,2752,4856,16,0.360965,875,126,0.874126,1015,473.8901,103164.1538,474364,172.3706,2.749251
290,20,StronglyCorrelated,fixed,1000,42,50.0000,1001,9861,4157,5620,84,0.421560,969,32,0.968032,1022,501.7982,98454.6426,502300,120.8323,4.152847
291,20,StronglyCorrelated,fixed,1000,42,50.0000,1001,10082,5051,4853,178,0.500992,992,9,0.991009,1035,516.2208,91467.6046,516737,102.3039,5.045954
292,20,StronglyCorrelated,fixed,1000,42,50.0000,1001,8733,3495,5105,133,0.400206,949,52,0.948052,1021,497.0809,97192.9055,497578,142.3685,3.491508
293,20,StronglyCorrelated,fixed,1000,42,50.0000,1001,10554,4423,5779,352,0.419083,948,53,0.947053,1030,510.3297,92737.7495,510840,115.4963,4.418581
294,20,StronglyCorrelated,fixed,1000,42,50.0000,1001,6853,3138,3698,17,0.457902,914,87,0.913087,1025,491.2118,94626.7044,491703,156.6931,3.134865
295,20,StronglyCorrelated,fixed,1000,42,50.0000,1001,12614,4623,7881,110,0.366498,999,2,0.998002,1037,503.3357,99365.7954,503839,108.9853,4.618382
296,20,StronglyCorrelated,fixed,1000,42,50.0000,1001,9197,3230,5907,60,0.351201,855,146,0.854146,1022,489.1628,100397.1753,489652,151.5950,3.226773
297,20,StronglyCorrelated,fixed,1000,42,50.0000,1001,10540,4562,5765,213,0.432827,993,8,0.992008,1037,511.1239,95134.9936,511635,112.1515,4.557443
298,20,StronglyCorrelated,fixed,1000,42,50.0000,1001,10052,4548,5429,75,0.452447,988,13,0.987013,1024,510.3267,92671.2150,510837,112.3212,4.543457
299,20,StronglyCorrelated,fixed,1000,42,50.0000,1001,9380,4088,5246,46,0.435821,949,52,0.948052,1030,507.0370,94252.5311,507544,124.1546,4.083916
300,20,InverseCorrelated,fixed,1000,42,50.0000,1001,8352,3644,4708,0,0.436303,983,18,0.982018,3298,2428.0609,632105.1881,2430489,666.9838,3.640360
301,20,InverseCorrelated,fixed,1000,42,50.0000,1001,9350,5495,3855,0,0.587701,976,25,0.975025,4327,3274.5864,1264564.1346,3277861,596.5170,5.489510
302,20,InverseCorrelated,fixed,1000,42,50.0000,1001,11298,5531,5767,0,0.489556,996,5,0.995005,6052,4158.5025,1699729.6346,4162661,752.6055,5.525475
303,20,InverseCorrelated,fixed,1000,42,50.0000,1001,11313,5710,5603,0,0.504729,971,30,0.970030,6085,3839.7103,2530876.5315,3843550,673.1261,5.704296
304,20,InverseCorrelated,fixed,1000,42,50.0000,1001,6938,4025,2913,0,0.580138,963,38,0.962038,4027,2457.0639,966415.4225,2459521,611.0611,4.020979
305,20,InverseCorrelated,fixed,1000,42,50.0000,1001,8451,4466,3985,0,0.528458,971,30,0.970030,4243,2817.2937,1386492.8388,2820111,631.4624,4.461538
306,20,InverseCorrelated,fixed,1000,42,50.0000,1001,9449,4102,5347,0,0.434120,952,49,0.951049,4012,2150.9570,971453.3678,2153108,524.8922,4.097902
307,20,InverseCorrelated,fixed,1000,42,50.0000,1001,8089,3695,4394,0,0.456793,954,47,0.953047,3289,2246.3816,854872.6276,2248628,608.5597,3.691309
